نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
وهامون,سرمايه گذاري هامون صبا,172339,257592647,1.30941E+12,4847,5089,5089,242.00,4.99,5083,236.00,4.87,4859,5089
سپيدار,سپيدار سيستم آسيا,39849,29226446,6.90687E+11,24100,24500,24366,266.00,1.10,23632,-468.00,-1.94,22895,24943
مديريت,س. و خدمات مديريت صند. ب كشوري,37886,7912607,68808030472,8282,8696,8696,414.00,5.00,8696,414.00,5.00,8696,8696
پالايش,صندوق پالايشي يكم-سهام,37345,39834612,3.36162E+12,87110,85100,84200,"-2,910.00",-3.34,84390,"-2,720.00",-3.12,83020,85400
دي,بانك دي,36474,1211068175,1.65175E+12,1340,1366,1356,16.00,1.19,1364,24.00,1.79,1301,1397
فرابورس,فرابورس ايران,34068,88396899,2.93428E+12,32305,32100,33400,"1,095.00",3.39,33194,889.00,2.75,30800,33920
شستا,سرمايه گذاري تامين اجتماعي,30399,135317342,1.78535E+12,13480,13400,13090,-390.00,-2.89,13190,-290.00,-2.15,13030,13470
دارا يكم,صندوق واسطه گري مالي يكم-سهام,22654,16112492,2.27753E+12,143420,141500,141580,"-1,840.00",-1.28,141350,"-2,070.00",-1.44,137810,143850
شبندر,پالايش نفت بندرعباس,19326,228470871,1.35517E+12,6030,5900,5970,-60.00,-1.00,5930,-100.00,-1.66,5800,6010
بركت,گروه دارويي بركت,19143,40415777,1.77468E+12,42370,43800,44480,"2,110.00",4.98,43910,"1,540.00",3.63,42360,44480
خساپا,سايپا,17227,611092296,1.26747E+12,2055,2030,2088,33.00,1.61,2074,19.00,0.92,1981,2130
خودرو,ايران‌ خودرو,17139,529526026,1.20508E+12,2253,2215,2294,41.00,1.82,2276,23.00,1.02,2179,2331
شپنا,پالايش نفت اصفهان,16265,89686400,1.24882E+12,14250,14030,13960,-290.00,-2.04,13920,-330.00,-2.32,13760,14100
خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,15897,564064224,1.79488E+12,3069,3010,3222,153.00,4.99,3182,113.00,3.68,2951,3222
پترول,گروه پتروشيمي س. ايرانيان,15026,156757023,7.15976E+11,4429,4500,4546,117.00,2.64,4567,138.00,3.12,4370,4640
فملي,ملي‌ صنايع‌ مس‌ ايران‌,13045,53429139,7.38336E+11,14010,13770,13850,-160.00,-1.14,13820,-190.00,-1.36,13680,13980
فولاد,فولاد مباركه اصفهان,13019,58579333,6.96751E+11,12060,12050,11890,-170.00,-1.41,11890,-170.00,-1.41,11720,12060
لپارس,پارس‌ الكتريك‌,12928,9727483,1.21354E+12,120330,123890,126340,"6,010.00",4.99,124750,"4,420.00",3.67,117100,126340
كرمان,س. توسعه و عمران استان كرمان,12344,393903654,5.63557E+11,1437,1433,1440,3.00,0.21,1431,-6.00,-0.42,1380,1463
سنير,سيمان‌ سفيد ني‌ريز,11907,6661189,1.17404E+12,183170,192320,174020,"-9,150.00",-5.00,176250,"-6,920.00",-3.78,174020,192320
ثبهساز,بهساز كاشانه تهران,11589,82073286,2.04802E+11,2497,2510,2546,49.00,1.96,2495,-2.00,-0.08,2412,2579
كرازي,كارخانجات‌توليدي‌شيشه‌رازي‌,11231,298745098,5.25952E+11,1766,1785,1738,-28.00,-1.59,1761,-5.00,-0.28,1700,1820
گدنا,تهيه توزيع غذاي دنا آفرين فدك,11196,7783282,2.02869E+11,24972,25399,26220,"1,248.00",5.00,26065,"1,093.00",4.38,24850,26220
شتران,پالايش نفت تهران,10940,76375945,8.64755E+11,11540,11310,11340,-200.00,-1.73,11320,-220.00,-1.91,11160,11540
غزر,صنعتي زر ماكارون,10939,18477277,5.45019E+11,28260,29000,29670,"1,410.00",4.99,29500,"1,240.00",4.39,27000,29670
ولكار,ليزينگ كارآفرين,10836,14093306,77364737640,5560,5590,5430,-130.00,-2.34,5490,-70.00,-1.26,5310,5690
هاي وب,داده گسترعصرنوين-هاي وب,10798,91698182,9.55561E+11,10000,10270,10500,500.00,5.00,10420,420.00,4.20,10050,10500
لطيف,محصولات كاغذي لطيف,10737,2424738,1.44887E+11,58629,59990,59000,371.00,0.63,59754,"1,125.00",1.92,58931,60750
ومدير,گ.مديريت ارزش سرمايه ص ب كشوري,10729,42096800,2.30537E+11,5560,5610,5460,-100.00,-1.80,5480,-80.00,-1.44,5410,5610
بوعلي,پتروشيمي بوعلي سينا,10169,6021661,4.3018E+11,69860,70550,72570,"2,710.00",3.88,71440,"1,580.00",2.26,67500,73000
شصدف,صنعتي دوده فام,10108,10423816,4.41278E+11,43409,44000,41840,"-1,569.00",-3.61,42334,"-1,075.00",-2.48,41239,44060
چخزر,صنايع چوب خزر كاسپين,9711,3289253,1.45213E+11,45635,44690,44140,"-1,495.00",-3.28,44148,"-1,487.00",-3.26,43354,45820
ثاميد,توسعه و عمران اميد,9631,62952149,1.17423E+11,1847,1840,1890,43.00,2.33,1865,18.00,0.97,1771,1908
خاور,ايران خودرو ديزل,9447,101301522,9.58049E+11,9226,9502,9300,74.00,0.80,9457,231.00,2.50,9227,9502
خپارس,پارس‌ خودرو,9422,388864591,5.4316E+11,1377,1360,1423,46.00,3.34,1397,20.00,1.45,1320,1440
وتجارت,بانك تجارت,9318,193543929,5.07495E+11,2647,2635,2629,-18.00,-0.68,2622,-25.00,-0.94,2564,2672
كدما,معدني‌ دماوند,9312,2809782,6.01806E+11,224230,219000,213020,"-11,210.00",-5.00,214180,"-10,050.00",-4.48,213020,224500
نوري,پتروشيمي نوري,9303,5619831,6.22604E+11,109280,112490,111270,"1,990.00",1.82,110790,"1,510.00",1.38,108000,112490
خبهمن,گروه‌بهمن‌,8811,489182394,8.7241E+11,1715,1715,1800,85.00,4.96,1783,68.00,3.97,1663,1800
فگستر,گسترش صنايع روي ايرانيان,8792,5843356,92561046669,16016,16100,16150,134.00,0.84,15840,-176.00,-1.10,15450,16339
وكبهمن,مديريت سرمايه گذاري كوثربهمن,8705,3529762,49211691055,13887,14080,13780,-107.00,-0.77,13942,55.00,0.40,13610,14220
حكشتي,كشتيراني جمهوري اسلامي ايران,8472,53371998,1.00681E+12,18170,18170,19060,890.00,4.90,18860,690.00,3.80,17710,19070
وبملت,بانك ملت,8188,165373555,6.79498E+11,4167,4121,4099,-68.00,-1.63,4109,-58.00,-1.39,4051,4179
فتوسا,توليد و توسعه سرب روي ايرانيان,8118,5604889,84645734114,15295,15370,15130,-165.00,-1.08,15102,-193.00,-1.26,14750,15370
شاروم,پتروشيمي اروميه,7840,5906605,1.1744E+11,19739,20100,19651,-88.00,-0.45,19883,144.00,0.73,19010,20350
كاما,باما,7803,39280750,5.31315E+11,13890,13600,13580,-310.00,-2.23,13530,-360.00,-2.59,13280,13790
آريا,پليمر آريا ساسول,7747,2149707,2.52928E+11,118461,118999,118000,-461.00,-0.39,117657,-804.00,-0.68,114528,119400
وهنر,گروه توسعه هنر ايران,7260,66909124,4.4681E+11,6530,6725,6567,37.00,0.57,6678,148.00,2.27,6540,6725
قثابت,قند ثابت‌ خراسان‌,7182,200934991,9.64997E+11,4595,4650,4824,229.00,4.98,4803,208.00,4.53,4561,4824
وبصادر,بانك صادرات ايران,7025,179058758,4.6388E+11,2582,2580,2608,26.00,1.01,2591,9.00,0.35,2502,2651
زملارد,كشاورزي و دامپروري ملارد شير,7020,2224708,77080541592,33464,34000,35122,"1,658.00",4.95,34647,"1,183.00",3.54,32700,35137
كزغال,زغال سنگ پروده طبس,7016,3406945,1.38499E+11,40089,40890,40850,761.00,1.90,40652,563.00,1.40,40200,41299
ذوب,سهامي ذوب آهن  اصفهان,6935,99768481,4.70066E+11,4762,4740,4720,-42.00,-0.88,4712,-50.00,-1.05,4650,4799
بپيوند,برق و انرژي پيوندگستر پارس,6899,7400381,1.0211E+11,13420,13730,14020,600.00,4.47,13798,378.00,2.82,13100,14090
غكورش,صنعت غذايي كورش,6823,3761145,1.80785E+11,48070,48700,48380,310.00,0.64,48070,0,0,46500,48700
وسپهر,سرمايه گذاري مالي سپهرصادرات,6806,11272939,1.06627E+11,9597,9600,9465,-132.00,-1.38,9467,-130.00,-1.35,9359,9600
آبادا,توليد نيروي برق آبادان,6605,9061535,1.26133E+11,13360,13850,14020,660.00,4.94,13920,560.00,4.19,13000,14020
شگويا,پتروشيمي تندگويان,6590,34839653,4.34446E+11,12454,12780,12310,-144.00,-1.16,12470,16.00,0.13,12265,12788
سيتا,سرمايه گذاري سيمان تامين,6482,7577759,1.1855E+11,16020,15800,15630,-390.00,-2.43,15640,-380.00,-2.37,15460,15840
وملي,گروه‌ صنعتي‌ ملي‌ (هلدينگ‌,6405,2700975,6.16386E+11,218390,228000,221800,"3,410.00",1.56,228210,"9,820.00",4.50,218500,229300
رافزا,رايان هم افزا,6303,2366437,2.24662E+11,99062,94350,96000,"-3,062.00",-3.09,94937,"-4,125.00",-4.16,94109,98165
بگيلان,توسعه مسير برق گيلان,5890,2434072,52994120695,20881,20910,21925,"1,044.00",5.00,21772,891.00,4.27,20901,21925
وخارزم,سرمايه گذاري خوارزمي,5797,45651646,2.94825E+11,6620,6690,6440,-180.00,-2.72,6460,-160.00,-2.42,6360,6690
وپويا,سرمايه گذاري پويا,5795,22552415,1.39038E+11,5920,5955,6216,296.00,5.00,6165,245.00,4.14,5840,6216
وسكرشا,س.سهام عدالت استان كرمانشاه,5694,283976539,2.03794E+11,710,710,730,20.00,2.82,718,8.00,1.13,695,736
امين,تامين سرمايه امين,5602,4902766,45773685790,9340,9350,9340,0,0,9340,0,0,9170,9390
تبرك,گروه كارخانجات صنعتي تبرك,5361,39025735,5.96119E+11,14743,15150,15480,737.00,5.00,15275,532.00,3.61,14860,15480
كمند,صندوق س. با درآمد ثابت كمند,5337,220393248,2.24019E+12,10160,10165,10164,4.00,0.04,10164,4.00,0.04,10164,10166
ثاخت,بين‌المللي‌توسعه‌ساختمان,5226,105727545,3.09688E+11,2870,2900,3013,143.00,4.98,2929,59.00,2.06,2780,3013
غدام,خوراك‌  دام‌ پارس‌,5195,993411,2.80746E+11,289490,297000,277500,"-11,990.00",-4.14,282610,"-6,880.00",-2.38,275880,297000
ثفارس,عمران‌وتوسعه‌فارس‌,4877,38608274,4.42741E+11,11790,11770,11630,-160.00,-1.36,11470,-320.00,-2.71,11210,11780
وتوصا,گروه س توسعه صنعتي ايران,4838,42469371,4.79199E+11,10840,11380,11170,330.00,3.04,11280,440.00,4.06,10680,11380
كاوه,فولاد كاوه جنوب كيش,4787,15526626,3.22517E+11,21320,21400,20900,-420.00,-1.97,20770,-550.00,-2.58,20360,21400
وهور,مديريت انرژي اميد  تابان هور,4675,140011155,2.88251E+11,2005,2043,2103,98.00,4.89,2059,54.00,2.69,1956,2105
حگردش,ريل گردش ايرانيان,4661,18084732,67058186256,3600,3708,3708,108.00,3.00,3708,108.00,3.00,3708,3708
فاراكح,ح . ماشين‌ سازي‌ اراك‌,4652,136726801,1.23902E+11,888,873,905,17.00,1.91,906,18.00,2.03,862,932
هرمز,فولاد هرمزگان جنوب,4541,18867033,3.61093E+11,20033,19680,19280,-753.00,-3.76,19139,-894.00,-4.46,19032,19680
خزر,فنرسازي‌زر,4539,12217644,2.23878E+11,18450,18120,18500,50.00,0.27,18320,-130.00,-0.70,17560,18970
خزاميا,زامياد,4523,34118990,3.00341E+11,8790,8750,8850,60.00,0.68,8800,10.00,0.11,8480,9020
وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,4484,44862839,7.00615E+11,15840,15410,15460,-380.00,-2.40,15620,-220.00,-1.39,15390,15850
حريل,ريل پردازسير,4413,56303860,3.01153E+11,5142,5288,5399,257.00,5.00,5349,207.00,4.03,4950,5399
دماوند,توليد نيروي برق دماوند,4388,10532981,3.23996E+11,29900,30676,31393,"1,493.00",4.99,30760,860.00,2.88,29900,31395
ثبات,صندوق س. ثبات ويستا -د,4338,396000000,3.96E+12,10000,10000,10000,0,0,10000,0,0,10000,10000
اپال,فرآوري معدني اپال كاني پارس,4172,4199087,95642447840,22650,22790,22700,50.00,0.22,22750,100.00,0.44,21910,23200
پتاير,ايران‌ تاير,4140,69696391,2.19001E+11,3063,3109,3186,123.00,4.02,3142,79.00,2.58,3010,3210
دتوليد,داروسازي توليد دارو,4120,18492924,3.16296E+11,16388,17100,17207,819.00,5.00,17104,716.00,4.37,16400,17207
ونوين,بانك‌اقتصادنوين‌,4119,72658772,3.65603E+11,4948,4940,5020,72.00,1.46,5032,84.00,1.70,4851,5148
فاراك,ماشين‌ سازي‌ اراك‌,4106,110933684,2.33513E+11,2059,2070,2091,32.00,1.55,2105,46.00,2.23,2021,2160
كوير,توليدي فولاد سپيد فراب كوير,4030,19201783,3.03317E+11,15790,15450,16050,260.00,1.65,15800,10.00,0.06,15160,16240
شلرد,كود شيميايي اوره لردگان,4023,25827885,2.2606E+11,9007,8810,8737,-270.00,-3.00,8753,-254.00,-2.82,8737,8950
تاپكيش,تجارت الكترونيك پارسيان كيش,4016,26257569,4.25664E+11,15933,16160,16670,737.00,4.63,16211,278.00,1.74,15488,16729
ثشاهد,سرمايه‌ گذاري‌ شاهد,3979,13039071,2.30507E+11,17330,18050,17690,360.00,2.08,17680,350.00,2.02,16800,18050
غگل,گلوكوزان‌,3959,45299775,1.81544E+11,3984,4050,4045,61.00,1.53,4008,24.00,0.60,3850,4138
خمحركه,نيرو محركه‌,3884,40058541,2.14552E+11,5370,5340,5320,-50.00,-0.93,5360,-10.00,-0.19,5170,5500
حشكوه,دليجان طلايي شكوه پارس,3770,17351270,65206072660,3649,3758,3758,109.00,2.99,3758,109.00,2.99,3758,3758
پيزد,مجتمع صنايع لاستيك يزد,3673,839837,62414756287,72330,72302,74570,"2,240.00",3.10,74318,"1,988.00",2.75,71300,75643
كيان,صندوق س. با درآمد ثابت كيان,3638,66179014,2.0098E+12,30350,30380,30373,23.00,0.08,30369,19.00,0.06,30365,30380
سمگا,گروه سرمايه گذاري ميراث فرهنگي,3634,23536828,6.79963E+11,28957,28200,29150,193.00,0.67,28889,-68.00,-0.23,28000,29513
فروي,ذوب روي اصفهان,3571,4681518,1.59937E+11,34792,34770,34588,-204.00,-0.59,34163,-629.00,-1.81,33650,34900
كترام,توليدي‌ كاشي‌ تكسرام‌,3526,10386234,3.58831E+11,33020,34670,34670,"1,650.00",5.00,34550,"1,530.00",4.63,33690,34670
امين يكم,صندوق درآمد ثابت امين يكم فردا,3485,154339780,1.55328E+12,10062,10076,10065,3.00,0.03,10064,2.00,0.02,10055,10076
شبريز,پالايش نفت تبريز,3462,5900036,2.3103E+11,40230,39900,39220,"-1,010.00",-2.51,39160,"-1,070.00",-2.66,38900,40000
چدن,توليدي چدن سازان,3452,52835291,2.47297E+11,4638,4720,4748,110.00,2.37,4681,43.00,0.93,4480,4789
شغدير,پتروشيمي غدير,3427,2532658,2.45015E+11,97950,99000,96160,"-1,790.00",-1.83,96740,"-1,210.00",-1.24,95000,99000
