نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
اخزا816,اسنادخزانه-م16بودجه98-010503,3,181,152046030,840911,840000,842010,"1,099.00",0.13,840033,-878.00,-0.10,840000,842010
صبا1401,اجاره مهندسي صبا نفت14010225,3,2000,2000000000,1000000,1000000,1000000,0,0,1000000,0,0,1000000,1000000
شگويات.ف0104,اختيارف.تبعي شگويا010408,3,16000,16000,1,1,1,0,0,1,0,0,1,1
اراد69,مرابحه عام دولت69-ش.خ0310,2,50000,48500000000,932348,970000,970000,"37,652.00",4.04,970000,"37,652.00",4.04,970000,970000
مصفها012,مشاركت ش اصفهان012-3ماهه20%,2,1800,1816636500,1015091,1015091,980000,"-35,091.00",-3.46,1009242,"-5,849.00",-0.58,980000,1015091
ضپنا8000,اختيارخ رمپنا-10000-1400/08/05,2,30,217494000,2833,7000,9498,"6,665.00",235.26,7250,"4,417.00",155.91,7000,9498
ضفلا7004,اختيارخ فولاد-9586-1400/07/25,2,11,43337222,3158,2811,2810,-348.00,-11.02,2810,-348.00,-11.02,2810,2811
تفيرو,مهندسي فيروزا,2,200,3983200,19150,19916,19916,766.00,4.00,19153,3.00,0.02,19916,19916
ضپال2000,اختيارخ اپال-12000-1401/02/12,2,5,77750000,13000,15550,15550,"2,550.00",19.62,15550,"2,550.00",19.62,15550,15550
خاتم2,صندوق س خاتم ايساتيس پويا-ثابت,2,1200000,1200000,11951,1,1,"-11,950.00",-99.99,1,"-11,950.00",-99.99,1,1
اراد834,مرابحه عام دولت83-ش.خ041220,2,16000000,1.46772E+13,1000000,917352,917295,"-82,705.00",-8.27,917323,"-82,677.00",-8.27,917295,917352
سپر2,صندوق س سپر سرمايه بيدار- ثابت,2,92000000,92000000,12674,1,1,"-12,673.00",-99.99,1,"-12,673.00",-99.99,1,1
اراد214,مرابحه عام دولت2ش.خ صادرات0212,2,19330000,1.83972E+13,1000000,951777,951708,"-48,292.00",-4.83,951743,"-48,257.00",-4.83,951708,951777
كيش1402,اجاره س. و توسعه كيش14020820,2,1000,1000000000,1000000,1000000,1000000,0,0,1000000,0,0,1000000,1000000
اراد464,مرابحه عام دولت4-ش.خ 0302,2,2887100,2.8871E+12,1000000,1000000,1000000,0,0,1000000,0,0,1000000,1000000
ضغدر8058,اختيارخ وغدير-10000-1400/08/26,2,2,12220000,6110,6110,6110,0,0,6110,0,0,6110,6110
اخزا813,اسنادخزانه-م13بودجه98-010219,2,1916,1679317178,876682,876470,876471,-211.00,-0.02,876470,-212.00,-0.02,876470,876471
اراد494,مرابحه عام دولت4-ش.خ 0206,2,21424000,2.02156E+13,939499,943642,943550,"4,051.00",0.43,943596,"4,097.00",0.44,943550,943642
اگ001254,گام بانك پارسيان0012,2,200,180400000,894164,900000,904000,"9,836.00",1.10,902000,"7,836.00",0.88,900000,904000
زير0103پ04,زيره سبز0103شركت مينوبذر(پ),2,194,143560000,760000,740000,740000,"-20,000.00",-2.63,740000,"-20,000.00",-2.63,740000,740000
تاپيكو2,س. نفت و گاز و پتروشيمي تأمين,2,49000000,6.9335E+11,14370,14150,14150,-220.00,-1.53,14150,-220.00,-1.53,14150,14150
تملي711,تسهيلات مسكن ب. ملي-بهمن97,2,20,12162000,640001,608100,608100,"-31,901.00",-4.98,608100,"-31,901.00",-4.98,608100,608100
اراد704,مرابحه عام دولت70-ش.خ0112,2,26114000,2.47062E+13,943750,946163,946050,"2,300.00",0.24,946089,"2,339.00",0.25,946050,946163
مشهد0012,مشاركت شهرداري مشهد-3ماهه20%,2,100,100000000,1000000,1000000,1000000,0,0,1000000,0,0,1000000,1000000
گنجين4,صندوق س. گنجينه يكم آويد-د,2,147000000,2.00126E+12,13611,13614,13614,3.00,0.02,13614,3.00,0.02,13614,13614
ضغدر8062,اختيارخ وغدير-18000-1400/08/26,2,2,1700000,1200,1000,700,-500.00,-41.67,850,-350.00,-29.17,700,1000
ضملت8040,اختيارخ وبملت-2934-1400/08/19,2,15,24150000,1617,1650,1590,-27.00,-1.67,1610,-7.00,-0.43,1590,1650
ضملي7000,اختيارخ فملي-7720-1400/07/11,2,8,49750000,6252,6000,6250,-2.00,-0.03,6219,-33.00,-0.53,6000,6250
زعف0008پ09,زعفران0008نگين نوين(پ),2,7500,1119750000,152500,152500,146500,"-6,000.00",-3.93,149300,"-3,200.00",-2.10,146500,152500
ومعادن2,توسعه‌معادن‌وفلزات‌,2,40000000,4.8218E+11,12180,12070,12050,-130.00,-1.07,12054,-126.00,-1.03,12050,12070
تملي706,تسهيلات مسكن ب. ملي-شهريور97,2,25,21764420,869134,912590,842568,"-26,566.00",-3.06,870577,"1,443.00",0.17,842568,912590
ضصاد8030,اختيارخ وبصادر-1589-1400/08/12,2,105,115005000,1119,1100,1001,-118.00,-10.55,1095,-24.00,-2.14,1001,1100
ضپيك7041,اختيارخ تاپيكو-7070-00/07/18,2,4,28002000,7152,7001,7000,-152.00,-2.13,7000,-152.00,-2.13,7000,7001
زعف0008پ18,زعفران0008نگين بهرامن(پ),2,537,74143053,154000,138069,138069,"-15,931.00",-10.34,138069,"-15,931.00",-10.34,138069,138069
اراد404,مرابحه عام دولت4-ش.خ 0207,2,1200000,1.09462E+12,1000000,912216,912150,"-87,850.00",-8.79,912183,"-87,817.00",-8.78,912150,912216
ضپيك7040,اختيارخ تاپيكو-6070-00/07/18,2,4,35600000,7800,8900,8900,"1,100.00",14.10,8900,"1,100.00",14.10,8900,8900
ضشنا8001,اختيارخ شپنا-6800-1400/08/16,2,2,14000000,7029,7000,7000,-29.00,-0.41,7000,-29.00,-0.41,7000,7000
اراد644,مرابحه عام دولتي64-ش.خ0111,2,31820000,3.01687E+13,944500,948160,948050,"3,550.00",0.38,948105,"3,605.00",0.38,948050,948160
اراد334,مرابحه عام دولت3-ش.خ 0303,2,3194000,2.83219E+12,886364,886746,886700,336.00,0.04,886723,359.00,0.04,886700,886746
طصاد8032,اختيارف وبصادر-1989-1400/08/12,2,100,1500000,28,15,15,-13.00,-46.43,15,-13.00,-46.43,15,15
ضپنا8003,اختيارخ رمپنا-16000-1400/08/05,2,12,50400000,6350,4200,4200,"-2,150.00",-33.86,4200,"-2,150.00",-33.86,4200,4200
ضفار8047,اختيارخ فارس-5000-1400/08/05,2,6,45800000,8000,7000,8900,900.00,11.25,7633,-367.00,-4.59,7000,8900
زعف0008پ05,زعفران0008نگين زرين(پ),2,1333,184045977,143025,138069,138069,"-4,956.00",-3.47,138069,"-4,956.00",-3.47,138069,138069
ضپاس7027,اختيارخ وپارس-1800-1400/07/28,2,11,16495000,1351,1499,1500,149.00,11.03,1500,149.00,11.03,1499,1500
تايرا2,تراكتورسازي‌ايران‌,2,10000000,3.353E+11,33530,33530,33530,0,0,33530,0,0,33530,33530
صشستا112,صكوك اجاره شستا112-6ماهه18%,2,111,108780000,980000,980000,980000,0,0,980000,0,0,980000,980000
كشم0006پ02,كشمش تيزابي0006تاكستان(پ),1,17,3904900,230500,229700,229700,-800.00,-0.35,229700,-800.00,-0.35,229700,229700
ضفلا7003,اختيارخ فولاد-8160-1400/07/25,1,10,63090000,4900,4500,4500,-400.00,-8.16,4500,-400.00,-8.16,4500,4500
فجر2,فولاد اميركبيركاشان,1,3729603,1.11142E+11,30410,29800,29800,-610.00,-2.01,29800,-610.00,-2.01,29800,29800
سيدكو2,سرمايه گذاري توسعه صنايع سيمان,1,35000000,2.765E+11,7760,7900,7900,140.00,1.80,7900,140.00,1.80,7900,7900
اراد584,مرابحه عام دولت5-ش.خ 0110,1,3000000,2.86845E+12,990000,956150,956150,"-33,850.00",-3.42,956150,"-33,850.00",-3.42,956150,956150
هفارس104,اختيارف ت فارس-12432-01/04/12,1,455,455,1,1,1,0,0,1,0,0,1,1
تبريز112,مشاركت شهرداري تبريز-3ماهه18%,1,10,9600000,960000,960000,960000,0,0,960000,0,0,960000,960000
زاگرس2,پتروشيمي زاگرس,1,2660000,6.99641E+11,265680,263023,263023,"-2,657.00",-1.00,263023,"-2,657.00",-1.00,263023,263023
صگل411,ص اجاره گل گهر 411- 3 ماهه 17%,1,9,8739009,971001,971001,971001,0,0,971001,0,0,971001,971001
هفجر102,اختيارف ت بفجر24401-01/02/11,1,62701,62701,1,1,1,0,0,1,0,0,1,1
صبهمن404,صكوك مرابحه بهمن404-3ماهه 18%,1,1000,1000001000,1010000,1000001,1000001,"-9,999.00",-0.99,1000001,"-9,999.00",-0.99,1000001,1000001
وبشهر2,توسعه‌ صنايع‌ بهشهر(هلدينگ,1,14300000,1.99199E+11,13930,13930,13930,0,0,13930,0,0,13930,13930
مشير112,مشاركت شهرداري شيراز-3ماهه18%,1,9,8910000,993333,990000,990000,"-3,333.00",-0.34,990000,"-3,333.00",-0.34,990000,990000
تملي704,تسهيلات مسكن ب. ملي-تير97,1,20,15327360,806703,766368,766368,"-40,335.00",-5.00,766368,"-40,335.00",-5.00,766368,766368
ضغدر8056,اختيارخ وغدير-8000-1400/08/26,1,1,5500000,6683,5500,5500,"-1,183.00",-17.70,5500,"-1,183.00",-17.70,5500,5500
زعف0008پ10,زعفران0008نگين طلاي سرخ(پ),1,1000,152000000,154500,152000,152000,"-2,500.00",-1.62,152000,"-2,500.00",-1.62,152000,152000
ضذوب904,اختيارخ ذوب-4500-14000917,1,22,5500000,1052,250,250,-802.00,-76.24,250,-802.00,-76.24,250,250
صينا205,صكوك منفعت سينا دارو-3ماهه 19%,1,5,4900000,980000,980000,980000,0,0,980000,0,0,980000,980000
تملي612,تسهيلات مسكن بانك ملي-اسفند96,1,10,7125000,750000,712500,712500,"-37,500.00",-5.00,712500,"-37,500.00",-5.00,712500,712500
تملي710,تسهيلات مسكن ب. ملي-دي97,1,8,7088000,932277,886000,886000,"-46,277.00",-4.96,886000,"-46,277.00",-4.96,886000,886000
طخود7076,اختيارف خودرو-2500-1400/07/07,1,5,1125000,215,225,225,10.00,4.65,225,10.00,4.65,225,225
غزر2,صنعتي زر ماكارون,1,23500000,6.9701E+11,28260,29660,29660,"1,400.00",4.95,29660,"1,400.00",4.95,29660,29660
پادا2,صندوق س.پاداش سرمايه پارس-س,1,80000,80000,122913,1,1,"-122,912.00",-100.00,1,"-122,912.00",-100.00,1,1
دمعيار2,صندوق س. توازن معيار-د,1,300000,300000,10065,1,1,"-10,064.00",-99.99,1,"-10,064.00",-99.99,1,1
اراد544,مرابحه عام دولت5-ش.خ 0109,1,10450000,1.00232E+13,990000,959157,959157,"-30,843.00",-3.12,959157,"-30,843.00",-3.12,959157,959157
ثشاهد2,سرمايه‌ گذاري‌ شاهد,1,2880000,49910400000,17330,17330,17330,0,0,17330,0,0,17330,17330
شرق1400,مشاركت ليزينگ ايران وشرق140010,1,100,99900000,1004870,999000,999000,"-5,870.00",-0.58,999000,"-5,870.00",-0.58,999000,999000
آسام4,صندوق س.آرمان سپهر آشنا-م,1,3500000,4.55E+11,130326,130000,130000,-326.00,-0.25,130000,-326.00,-0.25,130000,130000
ضپيك7042,اختيارخ تاپيكو-8070-00/07/18,1,10,60000000,6580,6000,6000,-580.00,-8.81,6000,-580.00,-8.81,6000,6000
وبصادر2,بانك صادرات ايران,1,70000000,1.799E+11,2582,2570,2570,-12.00,-0.46,2570,-12.00,-0.46,2570,2570
اخزا0012,اسنادخزانه-م1بودجه00-030821,1,174850,94069300000,530416,538000,538000,"7,584.00",1.43,538000,"7,584.00",1.43,538000,538000
زعف0008پ16,زعفران0008نگين بيرجند(پ),1,37,5108553,143025,138069,138069,"-4,956.00",-3.47,138069,"-4,956.00",-3.47,138069,138069
اراد53,مرابحه عام دولت5-ش.خ 0207,1,1000,1000000000,987500,1000000,1000000,"12,500.00",1.27,1000000,"12,500.00",1.27,1000000,1000000
فخوز2,فولاد  خوزستان,1,20000000,3.778E+11,19000,18890,18890,-110.00,-0.58,18890,-110.00,-0.58,18890,18890
صبهمن4042,صكوك مرابحه بهمن404-3ماهه 18%,1,240000,2.4E+11,1010000,1000000,1000000,"-10,000.00",-0.99,1000000,"-10,000.00",-0.99,1000000,1000000
گواهي ظرفيت,گواهي ظرفيت نقدي,1,25000000,5.76675E+11,21969,23067,23067,"1,098.00",5.00,23067,"1,098.00",5.00,23067,23067
ضجار7038,اختيارخ وتجارت-1797-1400/07/21,1,20,18000000,843,900,900,57.00,6.76,900,57.00,6.76,900,900
ضچاد7032,اختيارخ كچاد-15870-1400/07/04,1,15,225000000,14000,15000,15000,"1,000.00",7.14,15000,"1,000.00",7.14,15000,15000
اخزا8152,اسنادخزانه-م15بودجه98-010406,1,230000,1.97161E+11,858397,857220,857220,"-1,177.00",-0.14,857220,"-1,177.00",-0.14,857220,857220
كباده,توليد خاك نسوزاستقلال آباده,1,1320,11943360,8785,9048,9048,263.00,2.99,8785,0,0,9048,9048
اخزا9142,اسنادخزانه-م14بودجه99-021025,1,171049,1.07932E+11,625278,631000,631000,"5,722.00",0.92,631000,"5,722.00",0.92,631000,631000
صايپا012,صكوك مرابحه سايپا012-3ماهه 16%,1,6,6000006,1000002,1000001,1000001,-1.00,0,1000001,-1.00,0,1000001,1000001
اخزا9092,اسنادخزانه-م9بودجه99-020316,1,176825,1.26076E+11,707678,713000,713000,"5,322.00",0.75,713000,"5,322.00",0.75,713000,713000
اراد504,مرابحه عام دولت5-ش.خ0302,1,1909800,1.9098E+12,1000002,1000000,1000000,-2.00,0,1000000,-2.00,0,1000000,1000000
اراد49,مرابحه عام دولت4-ش.خ 0206,1,100,93000000,939499,930000,930000,"-9,499.00",-1.01,930000,"-9,499.00",-1.01,930000,930000
ضگل8071,اختيارخ كگل-7700-1400/08/23,1,4,68000000,17800,17000,17000,-800.00,-4.49,17000,-800.00,-4.49,17000,17000
اگ0006182,گام بانك تجارت0006,1,100000,98500000000,978000,985000,985000,"7,000.00",0.72,985000,"7,000.00",0.72,985000,985000
صخود412,ص مرابحه خودرو412- 3ماهه 18%,1,9,8910009,995000,990001,990001,"-4,999.00",-0.50,990001,"-4,999.00",-0.50,990001,990001
وبانك2,سرمايه گذاري گروه توسعه ملي,1,46000000,4.485E+11,9800,9750,9750,-50.00,-0.51,9750,-50.00,-0.51,9750,9750
زعف0008پ20,زعفران0008نگين وحدت جام(پ),1,100,13806900,143430,138069,138069,"-5,361.00",-3.74,138069,"-5,361.00",-3.74,138069,138069
ضپنا8006,اختيارخ رمپنا-24000-1400/08/05,1,10,1850000,1000,185,185,-815.00,-81.50,185,-815.00,-81.50,185,185
اراد45,مرابحه عام دولت4-ش.خ 0107,1,1500,1425000000,950000,950000,950000,0,0,950000,0,0,950000,950000
آگاس2,صندوق س.هستي بخش آگاه-س,1,100000,100000,89337,1,1,"-89,336.00",-100.00,1,"-89,336.00",-100.00,1,1
ضخوز7035,اختيارخ فخوز-8200-1400/07/14,1,10,95000000,10000,9500,9500,-500.00,-5.00,9500,-500.00,-5.00,9500,9500
ضملي7001,اختيارخ فملي-8720-1400/07/11,1,1,5001000,5700,5001,5001,-699.00,-12.26,5001,-699.00,-12.26,5001,5001
آوا2,صندوق س.سهام آواي معيار-س,1,500000,500000,8921,1,1,"-8,920.00",-99.99,1,"-8,920.00",-99.99,1,1
ضترا8059,اختيارخ شتران-8800-1400/08/09,1,10,31000000,3500,3100,3100,-400.00,-11.43,3100,-400.00,-11.43,3100,3100
فراز4,صندوق س.سهام فراز داريك-س,1,2000000,27600000000,14092,13800,13800,-292.00,-2.07,13800,-292.00,-2.07,13800,13800
الماس2,صندوق س.امين تدبيرگران فردا-س,1,100000,100000,140430,1,1,"-140,429.00",-100.00,1,"-140,429.00",-100.00,1,1
ضپنا8002,اختيارخ رمپنا-14000-1400/08/05,1,17,100300000,5255,5900,5900,645.00,12.27,5900,645.00,12.27,5900,5900
اراد65,مرابحه عام دولتي65-ش.خ0210,1,3500,3465000000,971667,990000,990000,"18,333.00",1.89,990000,"18,333.00",1.89,990000,990000
كمند2,صندوق س. با درآمد ثابت كمند,1,62100000,62100000,10160,1,1,"-10,159.00",-99.99,1,"-10,159.00",-99.99,1,1
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
