,,,,,,,,,,,,,,
دیده بان بازار : 1400/6/16,,,,,,,,,,,,,,
نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
اراد704,مرابحه عام دولت70-ش.خ0112,1,17114000,1.61943E+13,943750,946263,946263,"2,513.00",0.27,946263,"2,513.00",0.27,946263,946263
فملي2,ملي‌ صنايع‌ مس‌ ايران‌,1,30000000,4.095E+11,13810,13650,13650,-160.00,-1.16,13650,-160.00,-1.16,13650,13650
پست0008پ08,پسته فندقي32-30مه ولات0008(پ),1,12,21000000,1750001,1750000,1750000,-1.00,0,1750000,-1.00,0,1750000,1750000
ضفار8049,اختيارخ فارس-7000-1400/08/05,1,6,30000000,7250,5000,5000,"-2,250.00",-31.03,5000,"-2,250.00",-31.03,5000,5000
تملي706,تسهيلات مسكن ب. ملي-شهريور97,1,14,11385682,856066,813263,813263,"-42,803.00",-5.00,813263,"-42,803.00",-5.00,813263,813263
صكم ه 25,كم باري هفته 25صنعتي,1,15000,8850000,385,590,590,205.00,53.25,590,205.00,53.25,590,590
حكمت01,مشاركت حكمت ايرانيان 140107,1,50,49375000,987500,987500,987500,0,0,987500,0,0,987500,987500
هفجر102,اختيارف ت بفجر24401-01/02/11,1,75000,75000,1,1,1,0,0,1,0,0,1,1
اوصتا4,صندوق انديشه ورزان صباتامين -د,1,58000000,1.14724E+12,19770,19780,19780,10.00,0.05,19780,10.00,0.05,19780,19780
هفارس104,اختيارف ت فارس-12432-01/04/12,1,3200,3200,1,1,1,0,0,1,0,0,1,1
اراد75,مرابحه عام دولت75-ش.خ040226,1,1000,964500000,949500,964500,964500,"15,000.00",1.58,964500,"15,000.00",1.58,964500,964500
ثاژن,سخت آژند,1,600,5341200,9083,8902,8902,-181.00,-1.99,9083,0,0,8902,8902
شفارس4,صنايع‌ شيميايي‌ فارس‌,1,70000000,1.4294E+11,2093,2042,2042,-51.00,-2.44,2042,-51.00,-2.44,2042,2042
سپيدما4,صندوق س. سپيد دماوند-د,1,70000000,7.7049E+11,11002,11007,11007,5.00,0.05,11007,5.00,0.05,11007,11007
اراد11,مرابحه عام دولت1-ش.خ لوتوس0206,1,5000,4800000000,960000,960000,960000,0,0,960000,0,0,960000,960000
حريل02,اجاره ريل پردازسير021212,1,900,824627700,916253,916253,916253,0,0,916253,0,0,916253,916253
كاريس4,صندوق س.سپهر كاريزما-س,1,2750000,39737500000,14785,14450,14450,-335.00,-2.27,14450,-335.00,-2.27,14450,14450
اراد864,مرابحه عام دولت86-ش.خ020404,1,4659000,4.36413E+12,936140,936710,936710,570.00,0.06,936710,570.00,0.06,936710,936710
طجار7040,اختيارف وتجارت-2497-1400/07/21,1,50,6500000,80,130,130,50.00,62.50,130,50.00,62.50,130,130
غكورش2,صنعت غذايي كورش,1,10000000,4.515E+11,47520,45150,45150,"-2,370.00",-4.99,45150,"-2,370.00",-4.99,45150,45150
اراد404,مرابحه عام دولت4-ش.خ 0207,1,600000,5.47366E+11,1000000,912276,912276,"-87,724.00",-8.77,912276,"-87,724.00",-8.77,912276,912276
ضشنا8001,اختيارخ شپنا-6800-1400/08/16,1,6,42006000,8400,7001,7001,"-1,399.00",-16.65,7001,"-1,399.00",-16.65,7001,7001
اراد594,مرابحه عام دولتي5-ش.خ 0309,1,5110000,4.77496E+12,1000000,934435,934435,"-65,565.00",-6.56,934435,"-65,565.00",-6.56,934435,934435
ياقوت2,صندوق س ياقوت آگاه-ثابت,1,20945000,20945000,13038,1,1,"-13,037.00",-99.99,1,"-13,037.00",-99.99,1,1
اخزا0062,اسنادخزانه-م6بودجه00-030723,1,412442,2.26018E+11,542114,548000,548000,"5,886.00",1.09,548000,"5,886.00",1.09,548000,548000
