,,,,,,,,,,,,,,
دیده بان بازار : 1400/6/16,,,,,,,,,,,,,,
نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
مديريت,س. و خدمات مديريت صند. ب كشوري,117988,34426398,3.30011E+11,9130,9586,9586,456.00,4.99,9586,456.00,4.99,9586,9586
پالايش,صندوق پالايشي يكم-سهام,42531,37287652,3.07321E+12,84910,82300,81400,"-3,510.00",-4.13,82420,"-2,490.00",-2.93,81060,83700
بركت,گروه دارويي بركت,41140,70357798,3.2637E+12,45860,45880,45150,-710.00,-1.55,46390,530.00,1.16,44510,47970
لطيف,محصولات كاغذي لطيف,33572,1282129,71264831843,57389,55130,55250,"-2,139.00",-3.73,55583,"-1,806.00",-3.15,54700,57000
ولكار,ليزينگ كارآفرين,31639,18665273,93972356380,5270,5060,5020,-250.00,-4.74,5030,-240.00,-4.55,5010,5180
شستا,سرمايه گذاري تامين اجتماعي,31026,106856335,1.38424E+12,13110,12930,12910,-200.00,-1.53,12950,-160.00,-1.22,12800,13090
سپيدار,سپيدار سيستم آسيا,30162,5936271,1.39935E+11,24710,24200,23475,"-1,235.00",-5.00,23573,"-1,137.00",-4.60,23475,24200
گدنا,تهيه توزيع غذاي دنا آفرين فدك,30100,5903880,1.49159E+11,26213,25041,25030,"-1,183.00",-4.51,25265,-948.00,-3.62,24903,26220
ومدير,گ.مديريت ارزش سرمايه ص ب كشوري,29558,42403191,2.24389E+11,5440,5250,5250,-190.00,-3.49,5290,-150.00,-2.76,5240,5410
سپيد,سپيد ماكيان,28605,3521292,2.19799E+11,59450,62420,62420,"2,970.00",5.00,62420,"2,970.00",5.00,62420,62420
دي,بانك دي,25429,705801471,9.22187E+11,1331,1290,1298,-33.00,-2.48,1307,-24.00,-1.80,1279,1347
صبا,سرمايه گذاري صبا تامين,23673,271410978,2.65335E+12,9327,9700,9793,466.00,5.00,9776,449.00,4.81,9520,9793
وكبهمن,مديريت سرمايه گذاري كوثربهمن,23641,3398018,44708576997,13610,12960,13204,-406.00,-2.98,13157,-453.00,-3.33,12930,13650
ثبهساز,بهساز كاشانه تهران,23393,61238900,1.4703E+11,2504,2403,2379,-125.00,-4.99,2401,-103.00,-4.11,2379,2485
فگستر,گسترش صنايع روي ايرانيان,22796,6148554,99120186325,16105,15332,15830,-275.00,-1.71,16121,16.00,0.10,15332,16800
غكورش,صنعت غذايي كورش,22673,4914402,2.26342E+11,47520,46500,45880,"-1,640.00",-3.45,46060,"-1,460.00",-3.07,45500,47620
چخزر,صنايع چوب خزر كاسپين,22511,1560637,65605342941,43883,42150,41689,"-2,194.00",-5.00,42038,"-1,845.00",-4.20,41689,43200
فتوسا,توليد و توسعه سرب روي ايرانيان,22482,4721846,69917461763,15080,14610,14600,-480.00,-3.18,14807,-273.00,-1.81,14540,15490
شسپا,نفت سپاهان,22340,884603226,3.35254E+12,3612,3792,3791,179.00,4.96,3790,178.00,4.93,3710,3792
دارا يكم,صندوق واسطه گري مالي يكم-سهام,21837,9270233,1.26236E+12,140530,136220,134800,"-5,730.00",-4.08,136170,"-4,360.00",-3.10,134000,138190
ثاميد,توسعه و عمران اميد,21759,56240216,1.00716E+11,1869,1810,1776,-93.00,-4.98,1791,-78.00,-4.17,1776,1820
غزر,صنعتي زر ماكارون,21495,9330248,2.76228E+11,30610,29210,29080,"-1,530.00",-5.00,29610,"-1,000.00",-3.27,29080,31430
شبندر,پالايش نفت بندرعباس,21244,242509654,1.5095E+12,6180,6140,6160,-20.00,-0.32,6220,40.00,0.65,6080,6300
بوعلي,پتروشيمي بوعلي سينا,20759,6511990,4.41625E+11,70830,68610,68000,"-2,830.00",-4.00,67820,"-3,010.00",-4.25,67290,69990
آبادا,توليد نيروي برق آبادان,20481,7639607,1.11589E+11,14460,14210,14510,50.00,0.35,14610,150.00,1.04,13790,14960
وسپهر,سرمايه گذاري مالي سپهرصادرات,20244,21565255,1.97513E+11,9434,9200,9092,-342.00,-3.63,9159,-275.00,-2.91,9055,9240
خودرو,ايران‌ خودرو,20009,517964021,1.11862E+12,2251,2191,2141,-110.00,-4.89,2160,-91.00,-4.04,2139,2200
امين,تامين سرمايه امين,19191,5965664,56422321550,9410,9430,9430,20.00,0.21,9460,50.00,0.53,9200,9510
ولپارس,ليزينگ پارسيان,17918,49886711,2.98931E+11,6050,5880,5770,-280.00,-4.63,5990,-60.00,-0.99,5750,6350
شاروم,پتروشيمي اروميه,17592,5769288,1.10028E+11,19985,19060,18986,-999.00,-5.00,19071,-914.00,-4.57,18986,19650
كزغال,زغال سنگ پروده طبس,17516,2643707,1.02472E+11,39955,38900,38050,"-1,905.00",-4.77,38761,"-1,194.00",-2.99,38030,39320
زملارد,كشاورزي و دامپروري ملارد شير,17210,1276555,41544998515,33799,32160,32130,"-1,669.00",-4.94,32545,"-1,254.00",-3.71,32112,33560
بگيلان,توسعه مسير برق گيلان,16766,2033721,43760331967,22089,21230,21170,-919.00,-4.16,21517,-572.00,-2.59,21060,22220
شپنا,پالايش نفت اصفهان,16280,99915598,1.37594E+12,14080,13760,13610,-470.00,-3.34,13770,-310.00,-2.20,13600,14040
رافزا,رايان هم افزا,16221,1227907,1.12731E+11,96244,93000,91435,"-4,809.00",-5.00,91807,"-4,437.00",-4.61,91432,94500
خساپا,سايپا,16064,426813554,8.48163E+11,2061,2003,1958,-103.00,-5.00,1987,-74.00,-3.59,1958,2037
فولاد,فولاد مباركه اصفهان,15824,103122623,1.19504E+12,11800,11500,11520,-280.00,-2.37,11590,-210.00,-1.78,11400,11810
فملي,ملي‌ صنايع‌ مس‌ ايران‌,15511,53538663,7.29266E+11,13810,13560,13540,-270.00,-1.96,13620,-190.00,-1.38,13400,13850
سيتا,سرمايه گذاري سيمان تامين,15184,11663216,1.74295E+11,15260,14990,14920,-340.00,-2.23,14940,-320.00,-2.10,14850,15130
بپيوند,برق و انرژي پيوندگستر پارس,14510,6531449,86447502372,13858,13201,13166,-692.00,-4.99,13236,-622.00,-4.49,13166,13520
شتران,پالايش نفت تهران,13813,100563080,1.11259E+12,11420,11130,11000,-420.00,-3.68,11060,-360.00,-3.15,10850,11340
كدما,معدني‌ دماوند,12569,3537688,7.80129E+11,222910,227990,213650,"-9,260.00",-4.15,220520,"-2,390.00",-1.07,212010,234000
شصدف,صنعتي دوده فام,11705,7872465,3.22236E+11,42847,41210,40745,"-2,102.00",-4.91,40932,"-1,915.00",-4.47,40705,42730
كرمان,س. توسعه و عمران استان كرمان,11401,352887260,4.87346E+11,1436,1382,1375,-61.00,-4.25,1381,-55.00,-3.83,1368,1420
فرابورس,فرابورس ايران,11269,31732979,9.71436E+11,31926,31250,30330,"-1,596.00",-5.00,30613,"-1,313.00",-4.11,30330,31530
خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,11023,187066483,5.77489E+11,3174,3070,3097,-77.00,-2.43,3087,-87.00,-2.74,3033,3138
حشكوه,دليجان طلايي شكوه پارس,10917,32804684,1.22883E+11,3858,3743,3743,-115.00,-2.98,3746,-112.00,-2.90,3743,3826
وتجارت,بانك تجارت,10597,197547794,4.92761E+11,2586,2519,2457,-129.00,-4.99,2494,-92.00,-3.56,2457,2577
حگردش,ريل گردش ايرانيان,10553,30512788,1.12396E+11,3795,3682,3682,-113.00,-2.98,3684,-111.00,-2.92,3682,3730
كمند,صندوق س. با درآمد ثابت كمند,10178,504528676,5.04832E+12,10170,10007,10010,-160.00,-1.57,10006,-164.00,-1.61,10005,10100
آريا,پليمر آريا ساسول,9615,2084221,2.37451E+11,116129,112700,113153,"-2,976.00",-2.56,113928,"-2,201.00",-1.90,112700,116129
اپال,فرآوري معدني اپال كاني پارس,9418,6489413,1.40282E+11,22420,22200,21330,"-1,090.00",-4.86,21620,-800.00,-3.57,21300,22500
وپويا,سرمايه گذاري پويا,9354,24017632,1.47937E+11,6438,6264,6117,-321.00,-4.99,6160,-278.00,-4.32,6117,6430
كاما,باما,9024,38858557,5.05544E+11,13560,13010,12900,-660.00,-4.87,13010,-550.00,-4.06,12890,13300
پيزد,مجتمع صنايع لاستيك يزد,8904,1068509,79784076385,74976,74023,74501,-475.00,-0.63,74669,-307.00,-0.41,71777,75950
قثابت,قند ثابت‌ خراسان‌,8612,123075895,5.57444E+11,4740,4570,4503,-237.00,-5.00,4529,-211.00,-4.45,4503,4640
سنير,سيمان‌ سفيد ني‌ريز,8557,3796392,6.4546E+11,168760,163160,177190,"8,430.00",5.00,170020,"1,260.00",0.75,160330,177190
وبملت,بانك ملت,8550,161070678,6.38434E+11,4060,4000,3920,-140.00,-3.45,3964,-96.00,-2.36,3901,4030
ذوب,سهامي ذوب آهن  اصفهان,7306,101944907,4.55423E+11,4637,4483,4428,-209.00,-4.51,4467,-170.00,-3.67,4410,4560
وبصادر,بانك صادرات ايران,7255,124918196,3.03925E+11,2527,2421,2405,-122.00,-4.83,2433,-94.00,-3.72,2401,2510
شگويا,پتروشيمي تندگويان,7243,22470592,2.72497E+11,12466,12490,11960,-506.00,-4.06,12127,-339.00,-2.72,11934,12490
ماديرا,صنايع ماشين هاي اداري ايران,6911,100464490,1.05251E+12,10005,9780,10497,492.00,4.92,10476,471.00,4.71,9710,10505
پترول,گروه پتروشيمي س. ايرانيان,6747,38147096,1.64812E+11,4443,4315,4285,-158.00,-3.56,4320,-123.00,-2.77,4250,4450
لپارس,پارس‌ الكتريك‌,6638,6143435,7.62426E+11,127390,121030,126000,"-1,390.00",-1.09,124100,"-3,290.00",-2.58,121030,129210
غگيلا,شيرپاستوريزه پگاه گيلان,6321,3032127,84151267807,29117,28100,27662,"-1,455.00",-5.00,27753,"-1,364.00",-4.68,27662,28500
خنصير,مهندسي‌نصيرماشين‌,6312,38167565,6.93504E+11,17850,16960,18720,870.00,4.87,18170,320.00,1.79,16960,18740
خپارس,پارس‌ خودرو,6260,203956476,2.68013E+11,1372,1326,1304,-68.00,-4.96,1314,-58.00,-4.23,1304,1346
حكشتي,كشتيراني جمهوري اسلامي ايران,6131,23031584,4.16197E+11,18570,18010,17910,-660.00,-3.55,18070,-500.00,-2.69,17660,18600
وخارزم,سرمايه گذاري خوارزمي,5901,35706539,2.18781E+11,6370,6160,6080,-290.00,-4.55,6130,-240.00,-3.77,6060,6290
خبهمن,گروه‌بهمن‌,5882,226941918,4.05892E+11,1836,1781,1768,-68.00,-3.70,1789,-47.00,-2.56,1760,1820
غنوش,نوش‌ مازندران‌,5786,14826044,6.76437E+11,43530,45000,45700,"2,170.00",4.99,45620,"2,090.00",4.80,43850,45700
كرازي,كارخانجات‌توليدي‌شيشه‌رازي‌,5750,246712285,4.36176E+11,1701,1673,1786,85.00,5.00,1768,67.00,3.94,1631,1786
فولاي,صنايع فولاد آلياژي يزد,5712,19651863,5.2774E+11,27200,27300,26000,"-1,200.00",-4.41,26854,-346.00,-1.27,25840,28300
نوري,پتروشيمي نوري,5672,3427657,3.69658E+11,109700,106300,108150,"-1,550.00",-1.41,107850,"-1,850.00",-1.69,105180,109490
هاي وب,داده گسترعصرنوين-هاي وب,5593,30837962,3.05384E+11,10260,10000,9900,-360.00,-3.51,9900,-360.00,-3.51,9770,10090
كحافظ,كاشي‌ وسراميك‌ حافظ‌,5499,104729993,4.93251E+11,4605,4835,4595,-10.00,-0.22,4710,105.00,2.28,4375,4835
خزر,فنرسازي‌زر,5453,21642328,4.3359E+11,19190,19200,20140,950.00,4.95,20030,840.00,4.38,19200,20140
فاراك,ماشين‌ سازي‌ اراك‌,5309,116695694,2.6181E+11,2199,2180,2250,51.00,2.32,2244,45.00,2.05,2134,2292
ختور,رادياتور ايران‌,5306,19690847,5.25609E+11,25920,25150,26520,600.00,2.31,26690,770.00,2.97,24800,27210
وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,5051,34155736,5.12436E+11,15440,15090,14810,-630.00,-4.08,15000,-440.00,-2.85,14770,15340
ملت,بيمه ملت,4884,190935469,2.91844E+11,1603,1530,1523,-80.00,-4.99,1528,-75.00,-4.68,1523,1568
فزرين,زرين معدن آسيا,4823,18461332,3.92352E+11,20398,20398,20900,502.00,2.46,21253,855.00,4.19,20000,21417
سصفها,سيمان‌اصفهان‌,4810,4271904,2.9172E+11,66540,66500,69250,"2,710.00",4.07,68290,"1,750.00",2.63,63850,69860
فاذر,صنايع‌ آذرآب‌,4789,139385234,1.92566E+11,1351,1365,1369,18.00,1.33,1382,31.00,2.29,1324,1415
زنجان,صنايع كشاورزي وكود زنجان,4731,44901954,3.08151E+11,6922,7129,6715,-207.00,-2.99,6863,-59.00,-0.85,6715,7129
فاراكح,ح . ماشين‌ سازي‌ اراك‌,4713,127370051,1.17312E+11,939,922,910,-29.00,-3.09,921,-18.00,-1.92,887,951
وپارس,بانك‌پارسيان‌,4658,96232042,3.03318E+11,3228,3101,3100,-128.00,-3.97,3152,-76.00,-2.35,3075,3240
خكار,ايركا پارت صنعت,4650,17236804,3.47691E+11,19700,18800,20330,630.00,3.20,20170,470.00,2.39,18770,20680
وسكرشا,س.سهام عدالت استان كرمانشاه,4620,234846830,1.61739E+11,719,689,684,-35.00,-4.87,689,-30.00,-4.17,684,702
دانا,بيمه دانا,4546,50408273,3.41698E+11,6560,6530,6720,160.00,2.44,6780,220.00,3.35,6360,6880
قرن,پديده شيمي قرن,4412,5374180,2.09379E+11,37610,37950,38770,"1,160.00",3.08,38960,"1,350.00",3.59,37000,39490
غدام,خوراك‌  دام‌ پارس‌,4328,906145,2.55165E+11,274570,266150,283980,"9,410.00",3.43,281590,"7,020.00",2.56,266130,288000
زكوثر,سرمايه گذاري كشاورزي كوثر,4222,6383812,1.41371E+11,21970,21300,21990,20.00,0.09,22150,180.00,0.82,21300,23000
كيان,صندوق س. با درآمد ثابت كيان,4167,42940718,1.30565E+12,30389,30407,30406,17.00,0.06,30406,17.00,0.06,30404,30408
خاور,ايران خودرو ديزل,4116,34667998,3.2368E+11,9226,8950,9497,271.00,2.94,9337,111.00,1.20,8950,9502
حفارس,حمل و نقل بين المللي خليج فارس,4054,69446482,3.1864E+11,4457,4320,4550,93.00,2.09,4588,131.00,2.94,4236,4679
تملت,تامين سرمايه بانك ملت,4043,17185927,1.02235E+11,5900,5710,5830,-70.00,-1.19,5950,50.00,0.85,5680,6150
ختوقا,قطعات‌ اتومبيل‌ ايران‌,3945,78334011,2.42182E+11,3055,3000,3061,6.00,0.20,3092,37.00,1.21,2920,3200
ثاخت,بين‌المللي‌توسعه‌ساختمان,3934,54880696,1.63219E+11,3039,2960,2930,-109.00,-3.59,2974,-65.00,-2.14,2888,3069
وملي,گروه‌ صنعتي‌ ملي‌ (هلدينگ‌,3902,1501938,3.15831E+11,220010,209010,209010,"-11,000.00",-5.00,210280,"-9,730.00",-4.42,209010,215550
غگل,گلوكوزان‌,3836,27871750,1.08041E+11,4012,3921,3827,-185.00,-4.61,3876,-136.00,-3.39,3812,4014
زماهان,مجتمع توليد گوشت مرغ ماهان,3733,11715303,1.6552E+11,14283,13760,14632,349.00,2.44,14129,-154.00,-1.08,13569,14720
فروي,ذوب روي اصفهان,3658,2923314,1.01889E+11,35066,34070,34611,-455.00,-1.30,34854,-212.00,-0.60,34070,35600
حريل,ريل پردازسير,3647,34894518,1.79441E+11,5327,5110,5061,-266.00,-4.99,5142,-185.00,-3.47,5061,5350
ثشاهد,سرمايه‌ گذاري‌ شاهد,3625,10215842,1.77743E+11,17530,17100,17350,-180.00,-1.03,17400,-130.00,-0.74,16950,17940
سمگا,گروه سرمايه گذاري ميراث فرهنگي,3602,21363122,5.99829E+11,28605,28000,27750,-855.00,-2.99,28078,-527.00,-1.84,27260,29200
فنوال,نورد آلومينيوم‌,3541,7856145,2.7675E+11,34400,32690,35290,890.00,2.59,35230,830.00,2.41,32680,36120
ثرود,سرمايه‌گذاري مسكن زاينده رود,3531,13717400,2.15713E+11,15043,15679,15795,752.00,5.00,15726,683.00,4.54,15300,15795
فايرا,آلومينيوم‌ايران‌,3530,16902527,3.31869E+11,19830,19100,19110,-720.00,-3.63,19630,-200.00,-1.01,18910,20500
دماوند,توليد نيروي برق دماوند,3523,6093450,1.93108E+11,31664,31664,31267,-397.00,-1.25,31691,27.00,0.09,30551,32466
امين يكم,صندوق درآمد ثابت امين يكم فردا,3513,88756711,8.94E+11,10068,10074,10076,8.00,0.08,10072,4.00,0.04,10069,10080
خرينگ,رينگ‌سازي‌مشهد,3503,3711362,1.80301E+11,48870,49500,47600,"-1,270.00",-2.60,48580,-290.00,-0.59,46430,50990
ثالوند,سرمايه گذاري مسكن الوند,3485,7395761,1.66031E+11,23551,22511,22374,"-1,177.00",-5.00,22450,"-1,101.00",-4.67,22374,23039
فخوز,فولاد  خوزستان,3483,21736381,4.03841E+11,18780,18150,18450,-330.00,-1.76,18580,-200.00,-1.06,18150,18950
كوير,توليدي فولاد سپيد فراب كوير,3433,13600449,2.07654E+11,15840,15330,15340,-500.00,-3.16,15270,-570.00,-3.60,15050,15800
حآسا,آسيا سير ارس,3379,6935461,1.8045E+11,25215,24230,26475,"1,260.00",5.00,26018,803.00,3.18,24100,26475
كگل,معدني و صنعتي گل گهر,3356,14340888,3.52834E+11,24500,24510,24660,160.00,0.65,24600,100.00,0.41,24030,24990
ثفارس,عمران‌وتوسعه‌فارس‌,3340,19719651,2.34403E+11,11920,11700,11600,-320.00,-2.68,11890,-30.00,-0.25,11530,12300
خزاميا,زامياد,3333,31403509,2.61547E+11,8720,8580,8290,-430.00,-4.93,8330,-390.00,-4.47,8290,8580
بجهرم,توسعه مولد نيروگاهي جهرم,3284,32971016,88254362775,2735,2640,2660,-75.00,-2.74,2677,-58.00,-2.12,2622,2747
ساوه,سيمان ساوه,3258,710549,44754283932,64855,64213,62500,"-2,355.00",-3.63,62985,"-1,870.00",-2.88,62010,64221
رتاپ,تجارت الكترونيك  پارسيان,3229,40115705,3.12744E+11,7530,7800,7670,140.00,1.86,7800,270.00,3.59,7600,7900
كاوه,فولاد كاوه جنوب كيش,3204,7911617,1.6524E+11,20860,20800,20720,-140.00,-0.67,20890,30.00,0.14,20330,21500
كتوكا,توليدي و خدمات صنايع نسوز توكا,3198,4994040,1.37651E+11,26967,26900,27500,533.00,1.98,27563,596.00,2.21,25990,28215
رانفور,خدمات‌انفورماتيك‌,3195,47769340,3.6827E+11,7400,7490,7770,370.00,5.00,7710,310.00,4.19,7190,7770
قاسم,قاسم ايران,3179,19924541,2.06664E+11,9995,10069,10494,499.00,4.99,10372,377.00,3.77,10069,10494
ميدكو,توسعه معادن وص.معدني خاورميانه,3094,7078484,3.38948E+11,45850,48090,47000,"1,150.00",2.51,47880,"2,030.00",4.43,46980,48140
فارس,صنايع پتروشيمي خليج فارس,3064,14660164,1.90161E+11,13070,13150,12950,-120.00,-0.92,12970,-100.00,-0.77,12810,13150
چدن,توليدي چدن سازان,3038,27152930,1.212E+11,4646,4440,4430,-216.00,-4.65,4464,-182.00,-3.92,4414,4620
قشكر,شكرشاهرود,3028,112765994,4.88445E+11,4145,4352,4352,207.00,4.99,4331,186.00,4.49,4171,4352
ومعادن,توسعه‌معادن‌وفلزات‌,2999,41541483,4.88158E+11,11790,11560,11750,-40.00,-0.34,11750,-40.00,-0.34,11360,12010
اعتماد,صندوق س.اعتماد آفرين پارسيان-د,2975,43212440,1.66728E+12,38560,38580,38585,25.00,0.06,38583,23.00,0.06,38580,38586
بترانس,ايران‌ ترانسفو,2967,51275243,1.40205E+11,2819,2770,2700,-119.00,-4.22,2734,-85.00,-3.02,2688,2781
وپست,پست بانك ايران,2967,12174752,2.814E+11,22380,22000,23490,"1,110.00",4.96,23110,730.00,3.26,22000,23490
فجر,فولاد اميركبيركاشان,2919,5078366,1.52476E+11,29840,29250,29920,80.00,0.27,30020,180.00,0.60,28910,30490
پتاير,ايران‌ تاير,2917,35462604,1.10533E+11,3164,3051,3125,-39.00,-1.23,3117,-47.00,-1.49,3051,3190
شبريز,پالايش نفت تبريز,2842,5589434,2.1656E+11,39130,38420,38690,-440.00,-1.12,38740,-390.00,-1.00,38260,39400
تاپيكو,س. نفت و گاز و پتروشيمي تأمين,2815,16379390,2.26945E+11,14070,13800,13720,-350.00,-2.49,13860,-210.00,-1.49,13600,14080
دسانكو,داروسازي سبحان انكولوژي,2804,21443296,3.40516E+11,15160,15696,15918,758.00,5.00,15880,720.00,4.75,15300,15918
تاپكيش,تجارت الكترونيك پارسيان كيش,2785,13712477,2.32621E+11,16956,17000,17490,534.00,3.15,16964,8.00,0.05,16200,17500
حفاري,حفاري شمال,2770,18619879,1.28807E+11,6910,6900,6960,50.00,0.72,6920,10.00,0.14,6660,7070
ديران,ايران‌دارو,2741,8239395,2.02321E+11,25420,24150,24700,-720.00,-2.83,24560,-860.00,-3.38,24150,25590
كلر,كلر پارس,2735,1183773,1.41519E+11,124436,122500,118215,"-6,221.00",-5.00,119549,"-4,887.00",-3.93,118215,122500
كفپارس,فرآورده‌هاي‌ نسوز پارس‌,2732,42315944,2.04345E+11,4639,4680,4870,231.00,4.98,4829,190.00,4.10,4440,4870
بكام,كارخانجات توليدي شهيد قندي,2683,29297675,93582821961,3212,3100,3185,-27.00,-0.84,3194,-18.00,-0.56,3070,3269
تپكو,توليدتجهيزات‌سنگين‌هپكو,2680,31735529,98150619593,5261,3157,3063,"-2,198.00",-41.78,3093,"-2,168.00",-41.21,3063,3157
ونوين,بانك‌اقتصادنوين‌,2674,30223074,1.46899E+11,5047,4950,4800,-247.00,-4.89,4860,-187.00,-3.71,4798,4950
سرو,صندوق س سروسودمند مدبران-سهام,2667,2290174,1.88031E+11,83790,81560,81500,"-2,290.00",-2.73,82100,"-1,690.00",-2.02,81410,83750
خودكفا,اقتصادي و خودكفايي آزادگان,2639,28602074,4.65006E+11,15546,15730,16323,777.00,5.00,16258,712.00,4.58,15400,16323
ثنوسا,نوسازي‌وساختمان‌تهران‌,2639,14180977,1.45407E+11,10270,10190,10010,-260.00,-2.53,10250,-20.00,-0.19,9810,10570
شغدير,پتروشيمي غدير,2625,2106996,1.91499E+11,94140,92020,89660,"-4,480.00",-4.76,90890,"-3,250.00",-3.45,89460,92500
خمحركه,نيرو محركه‌,2608,38447308,1.9026E+11,5190,5080,4940,-250.00,-4.82,4950,-240.00,-4.62,4940,5080
شلرد,كود شيميايي اوره لردگان,2595,20700445,1.71907E+11,8511,8280,8317,-194.00,-2.28,8305,-206.00,-2.42,8256,8460
تبرك,گروه كارخانجات صنعتي تبرك,2584,8049786,1.18967E+11,15444,14900,14672,-772.00,-5.00,14779,-665.00,-4.31,14672,15200
لكما,كارخانجات‌مخابراتي‌ايران‌,2564,54168257,1.03976E+11,1837,1928,1928,91.00,4.95,1920,83.00,4.52,1840,1928
وگستر,گسترش سرمايه گذاري ايرانيان,2551,8348004,1.02644E+11,12314,11805,12190,-124.00,-1.01,12296,-18.00,-0.15,11805,12550
ثپرديس,سرمايه گذاري مسكن پرديس,2551,20269673,1.40301E+11,7077,6724,6895,-182.00,-2.57,6922,-155.00,-2.19,6724,7280
قنيشا,قند  نيشابور,2543,2172313,1.24718E+11,57090,57000,56900,-190.00,-0.33,57410,320.00,0.56,55000,58500
دتوليد,داروسازي توليد دارو,2522,8921805,1.43298E+11,16741,16090,15904,-837.00,-5.00,16062,-679.00,-4.06,15904,16700
كپرور,فرآوري زغال سنگ پروده طبس,2515,10100015,4.60229E+11,43717,45902,44600,883.00,2.02,45567,"1,850.00",4.23,43532,45902
زنگان,صنعت روي زنگان,2513,2606660,2.01126E+11,74419,74400,78139,"3,720.00",5.00,77159,"2,740.00",3.68,72000,78139
سخاش,سيمان‌خاش‌,2488,980976,1.37411E+11,139880,146830,139070,-810.00,-0.58,140080,200.00,0.14,133500,146830
آگاس,صندوق س.هستي بخش آگاه-س,2482,1670314,1.43316E+11,87891,86129,85124,"-2,767.00",-3.15,85802,"-2,089.00",-2.38,85100,86980
كلوند,كاشي‌ الوند,2459,6067091,1.70542E+11,27920,26800,27650,-270.00,-0.97,28110,190.00,0.68,26800,29200
غسالم,سالمين‌,2455,24009352,94855107388,4129,3999,3970,-159.00,-3.85,3951,-178.00,-4.31,3923,4084
نوين,بيمه نوين,2454,28404424,1.58035E+11,5843,5631,5551,-292.00,-5.00,5564,-279.00,-4.77,5551,5700
شفارس,صنايع‌ شيميايي‌ فارس‌,2430,46273662,94510251378,2093,2020,2027,-66.00,-3.15,2042,-51.00,-2.44,1989,2122
غالبر,لبنيات‌ كالبر,2422,8892725,1.21082E+11,13290,12990,13950,660.00,4.97,13620,330.00,2.48,12710,13950
پرداخت,به پرداخت ملت,2398,7460396,1.68404E+11,22560,22700,22130,-430.00,-1.91,22570,10.00,0.04,21720,23340
حتوكا,حمل‌ونقل‌توكا,2383,5591395,1.22186E+11,21480,21150,21500,20.00,0.09,21850,370.00,1.72,20600,22420
سفارس,سيمان فارس و خوزستان,2356,10250319,2.26138E+11,23090,22000,21980,"-1,110.00",-4.81,22060,"-1,030.00",-4.46,21940,22640
فرآور,فرآوري‌موادمعدني‌ايران‌,2356,5322084,1.87423E+11,34050,33040,35080,"1,030.00",3.02,35220,"1,170.00",3.44,33040,35750
هرمز,فولاد هرمزگان جنوب,2314,7447303,1.36127E+11,18655,18310,18106,-549.00,-2.94,18279,-376.00,-2.02,17732,18850
وتوصا,گروه س توسعه صنعتي ايران,2258,12562277,1.37425E+11,10980,10510,10800,-180.00,-1.64,10940,-40.00,-0.36,10510,11220
فروس,فروسيليس‌ ايران‌,2231,16084467,1.19177E+11,7350,7230,7410,60.00,0.82,7410,60.00,0.82,7090,7700
وپاسار,بانك  پاسارگاد,2220,27454098,4.13087E+11,15060,15060,15040,-20.00,-0.13,15050,-10.00,-0.07,15020,15080
وهامون,سرمايه گذاري هامون صبا,2218,16873161,79810051530,4978,4730,4730,-248.00,-4.98,4730,-248.00,-4.98,4730,4730
غپينو,پارس‌ مينو,2192,14708262,86989590130,5890,5660,5820,-70.00,-1.19,5910,20.00,0.34,5660,6100
اتكاي,بيمه اتكايي ايرانيان,2192,14689705,1.26739E+11,8723,8333,8746,23.00,0.26,8628,-95.00,-1.09,8330,8888
تليسه,دامداري تليسه نمونه,2127,28623435,1.09183E+11,3964,3781,3784,-180.00,-4.54,3814,-150.00,-3.78,3766,3886
وبانك,سرمايه گذاري گروه توسعه ملي,2127,8812536,81980900890,9590,9410,9210,-380.00,-3.96,9360,-230.00,-2.40,9160,9480
شلعاب,لعابيران‌,2122,8793514,80494613440,9480,9120,9260,-220.00,-2.32,9150,-330.00,-3.48,9010,9570
وآذر,سرمايه‌گذاري‌توسعه‌آذربايجان‌,2119,2115114,1.4879E+11,73570,71700,69900,"-3,670.00",-4.99,70350,"-3,220.00",-4.38,69900,72500
شاراك,پتروشيمي شازند,2115,4160760,1.78422E+11,43660,42810,42680,-980.00,-2.24,42880,-780.00,-1.79,42050,43660
افران,صندوق س افرا نماد پايدار-ثابت,2107,73447881,1.04326E+12,14196,14203,14208,12.00,0.08,14204,8.00,0.06,14203,14208
خشرق,الكتريك‌ خودرو شرق‌,2082,12259292,2.15557E+11,18460,17540,17540,-920.00,-4.98,17580,-880.00,-4.77,17540,18060
آ س پ,آ.س.پ,2080,9147806,1.01134E+11,10923,11200,10866,-57.00,-0.52,11056,133.00,1.22,10550,11400
شيران,س. صنايع‌شيميايي‌ايران,2065,3110499,87945569960,28980,28100,28050,-930.00,-3.21,28340,-640.00,-2.21,28000,28830
كروي,توسعه‌ معادن‌ روي‌ ايران‌,2058,7015670,2.16079E+11,32230,31500,30620,"-1,610.00",-5.00,30800,"-1,430.00",-4.44,30620,31550
