نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
تملي701,تسهيلات مسكن ب. ملي-فروردين97,3,33,26130225,833500,791825,791825,"-41,675.00",-5.00,791825,"-41,675.00",-5.00,791825,791825
اخزا816,اسنادخزانه-م16بودجه98-010503,3,178,150013110,842101,842169,843970,"1,869.00",0.22,842770,669.00,0.08,842169,844999
كايتا,ايتالران‌,3,13872,136139808,9347,9814,9814,467.00,5.00,9353,6.00,0.06,9814,9814
ضمخا7076,اختيارخ اخابر-9700-1400/07/28,3,59,94429000,2319,1601,1600,-719.00,-31.00,1600,-719.00,-31.00,1600,1601
شسم,توليد سموم‌ علف‌ كش,3,2850,287907000,99040,101020,101020,"1,980.00",2.00,99153,113.00,0.11,101020,101020
افران2,صندوق س افرا نماد پايدار-ثابت,3,23700000,23700000,14211,1,1,"-14,210.00",-99.99,1,"-14,210.00",-99.99,1,1
داريك4,صندوق س.اعتماد داريك-د,3,8770000,99846450000,11436,11385,11385,-51.00,-0.45,11385,-51.00,-0.45,11385,11385
تملي806,تسهيلات مسكن ب. ملي-شهريور98,3,25,18839775,793253,753591,753591,"-39,662.00",-5.00,753591,"-39,662.00",-5.00,753591,753591
ضسپا8046,اختيارخ خساپا-3500-1400/08/26,3,205,9975000,30,50,35,5.00,16.67,49,19.00,63.33,35,50
اخزا723,اسنادخزانه-م23بودجه97-000824,3,1881,1815607750,959638,967990,965207,"5,569.00",0.58,965235,"5,597.00",0.58,965000,967990
ضملت8044,اختيارخ وبملت-4934-1400/08/19,3,101,19291000,220,191,191,-29.00,-13.18,191,-29.00,-13.18,191,191
خساپا4,سايپا,3,1453913990,2.84095E+12,1988,1954,1954,-34.00,-1.71,1954,-34.00,-1.71,1954,1954
فسديد,لوله‌وتجهيزات‌ سديد - ورشكسته,3,1192,127504664,109149,106967,106967,"-2,182.00",-2.00,109083,-66.00,-0.06,106967,106967
طخود7076,اختيارف خودرو-2500-1400/07/07,3,45,16250000,225,250,400,175.00,77.78,361,136.00,60.44,250,400
صملي4042,صكوك اجاره صملي404-6ماهه18%,2,2000000,2E+12,1000000,1000000,1000000,0,0,1000000,0,0,1000000,1000000
فبستم,صنايع ‌بسته‌بندي‌ مشهد,2,3803,3107051,794,817,817,23.00,2.90,794,0,0,817,817
تملي612,تسهيلات مسكن بانك ملي-اسفند96,2,65,45814145,741929,704833,704833,"-37,096.00",-5.00,704833,"-37,096.00",-5.00,704833,704833
ضذوب906,اختيارخ ذوب-6000-14000917,2,100,55000000,420,550,550,130.00,30.95,550,130.00,30.95,550,550
اراد704,مرابحه عام دولت70-ش.خ0112,2,34200000,3.23692E+13,943750,946686,946250,"2,500.00",0.26,946468,"2,718.00",0.29,946250,946686
اخزا812,اسنادخزانه-م12بودجه98-001111,2,150,138850000,927628,925000,926000,"-1,628.00",-0.18,925667,"-1,961.00",-0.21,925000,926000
اراد544,مرابحه عام دولت5-ش.خ 0109,2,20971000,2.01208E+13,990000,959669,959250,"-30,750.00",-3.11,959458,"-30,542.00",-3.09,959250,959669
ثقزوي,شركت عمران و سازندگي قزوين,2,3000,87102000,29931,29034,29034,-897.00,-3.00,29923,-8.00,-0.03,29034,29034
اراد494,مرابحه عام دولت4-ش.خ 0206,2,21362000,2.01644E+13,930000,944124,943750,"13,750.00",1.48,943936,"13,936.00",1.50,943750,944124
اراد524,مرابحه عام دولت5-ش.خ 0108,2,12333000,1.18206E+13,1000000,958663,958250,"-41,750.00",-4.18,958451,"-41,549.00",-4.15,958250,958663
صشستا112,صكوك اجاره شستا112-6ماهه18%,2,200,184000000,950000,920000,920000,"-30,000.00",-3.16,920000,"-30,000.00",-3.16,920000,920000
زير0103پ02,زيره سبز0103 دانش(پ),2,10,8200000,802597,820000,820000,"17,403.00",2.17,820000,"17,403.00",2.17,820000,820000
اراد584,مرابحه عام دولت5-ش.خ 0110,2,6301000,6.02639E+12,990000,956783,956350,"-33,650.00",-3.40,956419,"-33,581.00",-3.39,956350,956783
ضبدر8074,اختيارخ شبندر-2595-1400/08/30,2,12,220148000,3696,4000,3900,204.00,5.52,3917,221.00,5.98,3900,4000
اراد644,مرابحه عام دولتي64-ش.خ0111,2,31820000,3.01801E+13,944500,948679,948250,"3,750.00",0.40,948464,"3,964.00",0.42,948250,948679
اراد404,مرابحه عام دولت4-ش.خ 0207,2,1580000,1.442E+12,1000000,912745,912500,"-87,500.00",-8.75,912655,"-87,345.00",-8.73,912500,912745
ساذري,آذريت‌,2,330,2626470,7728,7959,7959,231.00,2.99,7728,0,0,7959,7959
ضجار7038,اختيارخ وتجارت-1797-1400/07/21,2,3,2460000,700,820,820,120.00,17.14,820,120.00,17.14,820,820
سپر2,صندوق س سپر سرمايه بيدار- ثابت,2,10000000,10000000,12703,1,1,"-12,702.00",-99.99,1,"-12,702.00",-99.99,1,1
هرمز2,فولاد هرمزگان جنوب,1,8812328,1.62147E+11,18197,18400,18400,203.00,1.12,18400,203.00,1.12,18400,18400
ضفار8050,اختيارخ فارس-8000-1400/08/05,1,9,42300000,5037,4700,4700,-337.00,-6.69,4700,-337.00,-6.69,4700,4700
اراد314,مرابحه عام دولت3-ش.خ 0208,1,11500000,1.04628E+13,950000,909808,909808,"-40,192.00",-4.23,909808,"-40,192.00",-4.23,909808,909808
ضپنا8006,اختيارخ رمپنا-24000-1400/08/05,1,4,7980000,185,1995,1995,"1,810.00",978.38,1995,"1,810.00",978.38,1995,1995
ضغدر8058,اختيارخ وغدير-10000-1400/08/26,1,6,37200000,6110,6200,6200,90.00,1.47,6200,90.00,1.47,6200,6200
هاميد104,اختيارف ت ثاميد-2050-01/04/20,1,50000,50000,1,1,1,0,0,1,0,0,1,1
كباده,توليد خاك نسوزاستقلال آباده,1,5500,49973000,8822,9086,9086,264.00,2.99,8823,1.00,0.01,9086,9086
ضپاس7031,اختيارخ وپارس-3500-1400/07/28,1,2,80000,50,40,40,-10.00,-20.00,40,-10.00,-20.00,40,40
شغدير2,پتروشيمي غدير,1,2500000,2.3625E+11,91650,94500,94500,"2,850.00",3.11,94500,"2,850.00",3.11,94500,94500
ضپال2000,اختيارخ اپال-12000-1401/02/12,1,3,33300000,15550,11100,11100,"-4,450.00",-28.62,11100,"-4,450.00",-28.62,11100,11100
تملي709,تسهيلات مسكن ب. ملي-آذر97,1,7,5369875,807500,767125,767125,"-40,375.00",-5.00,767125,"-40,375.00",-5.00,767125,767125
ضذوب901,اختيارخ ذوب-3000-14000917,1,1,1750000,2050,1750,1750,-300.00,-14.63,1750,-300.00,-14.63,1750,1750
اخزا9112,اسنادخزانه-م11بودجه99-020906,1,570000,3.6879E+11,645915,647000,647000,"1,085.00",0.17,647000,"1,085.00",0.17,647000,647000
دلقما4,دارويي‌ لقمان‌,1,5000000,2.4055E+11,47600,48110,48110,510.00,1.07,48110,510.00,1.07,48110,48110
اراد464,مرابحه عام دولت4-ش.خ 0302,1,330000,3.3E+11,1000000,1000000,1000000,0,0,1000000,0,0,1000000,1000000
ضبدر8080,اختيارخ شبندر-6865-1400/08/30,1,1,4421696,1000,944,944,-56.00,-5.60,944,-56.00,-5.60,944,944
اراد214,مرابحه عام دولت2ش.خ صادرات0212,1,13485000,1.28385E+13,1000000,952059,952059,"-47,941.00",-4.79,952059,"-47,941.00",-4.79,952059,952059
شخارك2,پتروشيمي‌ خارك‌,1,3000000,1.5E+11,50050,50000,50000,-50.00,-0.10,50000,-50.00,-0.10,50000,50000
شگويات.ف0104,اختيارف.تبعي شگويا010408,1,10000,10000,1,1,1,0,0,1,0,0,1,1
طجار7040,اختيارف وتجارت-2497-1400/07/21,1,100,10000000,130,100,100,-30.00,-23.08,100,-30.00,-23.08,100,100
افاد74,منفعت دولت7-ش.خاص ساير0204,1,2000,1938000000,1020000,969000,969000,"-51,000.00",-5.00,969000,"-51,000.00",-5.00,969000,969000
هبساز103,اختيارف ت ثبهساز-2346-01/03/18,1,30000,30000,1,1,1,0,0,1,0,0,1,1
زعف0008پ18,زعفران0008نگين بهرامن(پ),1,1000,139500000,138069,139500,139500,"1,431.00",1.04,139500,"1,431.00",1.04,139500,139500
ضذوب904,اختيارخ ذوب-4500-14000917,1,4,2000000,250,500,500,250.00,100.00,500,250.00,100.00,500,500
زعف0008پ19,زعفران0008نگين تروند قاينات(پ),1,40,5719800,140000,142995,142995,"2,995.00",2.14,142995,"2,995.00",2.14,142995,142995
ضفرابورس1200,اختيارخ فرابورس-19000-14001218,1,1,19750000,19600,19750,19750,150.00,0.77,19750,150.00,0.77,19750,19750
اراد24,مرابحه عام دولت2-ش.خ ساير0212,1,10000,10000000000,1030000,1000000,1000000,"-30,000.00",-2.91,1000000,"-30,000.00",-2.91,1000000,1000000
طملت8042,اختيارف وبملت-3934-1400/08/19,1,50,5000000,100,100,100,0,0,100,0,0,100,100
ياقوت2,صندوق س ياقوت آگاه-ثابت,1,2932000,2932000,13053,1,1,"-13,052.00",-99.99,1,"-13,052.00",-99.99,1,1
تبريز112,مشاركت شهرداري تبريز-3ماهه18%,1,6,5760000,960000,960000,960000,0,0,960000,0,0,960000,960000
هفارس104,اختيارف ت فارس-12432-01/04/12,1,3283,3283,1,1,1,0,0,1,0,0,1,1
قپيرا2,فرآورده‌هاي‌غدايي‌وقندپيرانشهر,1,22972860,2.10202E+11,8980,9150,9150,170.00,1.89,9150,170.00,1.89,9150,9150
افاد54,منفعت دولت5-ش.خاص لوتوس0108,1,3000,2550000000,846000,850000,850000,"4,000.00",0.47,850000,"4,000.00",0.47,850000,850000
هفجر102,اختيارف ت بفجر24401-01/02/11,1,75000,75000,1,1,1,0,0,1,0,0,1,1
ضفلا7003,اختيارخ فولاد-8160-1400/07/25,1,1,5467800,4362,3900,3900,-462.00,-10.59,3900,-462.00,-10.59,3900,3900
ضپيك7043,اختيارخ تاپيكو-10070-00/07/18,1,2,7998000,4349,3999,3999,-350.00,-8.05,3999,-350.00,-8.05,3999,3999
كشم0006پ02,كشمش تيزابي0006تاكستان(پ),1,27,6201900,229700,229700,229700,0,0,229700,0,0,229700,229700
ضپنا8003,اختيارخ رمپنا-16000-1400/08/05,1,1,5750000,4200,5750,5750,"1,550.00",36.90,5750,"1,550.00",36.90,5750,5750
ضملي7006,اختيارخ فملي-17720-1400/07/11,1,1,200000,210,200,200,-10.00,-4.76,200,-10.00,-4.76,200,200
فپنتا2,سپنتا,1,360000,2.00729E+11,531880,557580,557580,"25,700.00",4.83,557580,"25,700.00",4.83,557580,557580
افاد44,منفعت دولتي4-شرايط خاص14010729,1,160300,1.55828E+11,970500,972100,972100,"1,600.00",0.16,972100,"1,600.00",0.16,972100,972100
بساما2,بيمه سامان,1,10900000,2.62995E+11,25397,24128,24128,"-1,269.00",-5.00,24128,"-1,269.00",-5.00,24128,24128
ضصاد8031,اختيارخ وبصادر-1789-1400/08/12,1,5,4000000,766,800,800,34.00,4.44,800,34.00,4.44,800,800
اخزا8182,اسنادخزانه-م18بودجه98-010614,1,376601,3.10319E+11,823136,824000,824000,864.00,0.10,824000,864.00,0.10,824000,824000
شپنا2,پالايش نفت اصفهان,1,10000000,1.381E+11,13810,13810,13810,0,0,13810,0,0,13810,13810
امين يكم4,صندوق درآمد ثابت امين يكم فردا,1,100000000,1.0104E+12,10080,10104,10104,24.00,0.24,10104,24.00,0.24,10104,10104
اراد244,مرابحه عام دولت2-ش.خ ساير0212,1,990000,9.9E+11,1030000,1000000,1000000,"-30,000.00",-2.91,1000000,"-30,000.00",-2.91,1000000,1000000
ضصاد8034,اختيارخ وبصادر-2989-1400/08/12,1,74,7400000,184,100,100,-84.00,-45.65,100,-84.00,-45.65,100,100
آسام4,صندوق س.آرمان سپهر آشنا-م,1,400000,51200000000,130036,128000,128000,"-2,036.00",-1.57,128000,"-2,036.00",-1.57,128000,128000
دمعيار2,صندوق س. توازن معيار-د,1,200000,200000,10089,1,1,"-10,088.00",-99.99,1,"-10,088.00",-99.99,1,1
اخزا820,اسنادخزانه-م20بودجه98-020806,1,500,329000000,657720,658000,658000,280.00,0.04,658000,280.00,0.04,658000,658000
طصاد8033,اختيارف وبصادر-2489-1400/08/12,1,100,12000000,100,120,120,20.00,20.00,120,20.00,20.00,120,120
صنفت312,صكوك منفعت نفت312-6ماهه 18/5%,1,12,11880000,999900,990000,990000,"-9,900.00",-0.99,990000,"-9,900.00",-0.99,990000,990000
تصميم2,صندوق س با درآمد ثابت تصميم,1,1000000,1000000,17325,1,1,"-17,324.00",-99.99,1,"-17,324.00",-99.99,1,1
زعف0008پ15,زعفران0008پوشالمعمول طلاسرخ(پ),1,50,6100000,122000,122000,122000,0,0,122000,0,0,122000,122000
فملي2,ملي‌ صنايع‌ مس‌ ايران‌,1,41800000,5.80184E+11,13670,13880,13880,210.00,1.54,13880,210.00,1.54,13880,13880
ضفار8049,اختيارخ فارس-7000-1400/08/05,1,14,79100000,5000,5650,5650,650.00,13.00,5650,650.00,13.00,5650,5650
پست0008پ08,پسته فندقي32-30مه ولات0008(پ),1,3,5498664,1830000,1832888,1832888,"2,888.00",0.16,1832888,"2,888.00",0.16,1832888,1832888
ضصاد8030,اختيارخ وبصادر-1589-1400/08/12,1,20,20500000,1025,1025,1025,0,0,1025,0,0,1025,1025
آسام2,صندوق س.آرمان سپهر آشنا-م,1,100000,100000,130036,1,1,"-130,035.00",-100.00,1,"-130,035.00",-100.00,1,1
ومعادن2,توسعه‌معادن‌وفلزات‌,1,17900000,2.14442E+11,11660,11980,11980,320.00,2.74,11980,320.00,2.74,11980,11980
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
