نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
كباده,توليد خاك نسوزاستقلال آباده,2,2690,24336430,8784,9047,9047,263.00,2.99,8785,1.00,0.01,9047,9047
اراد214,مرابحه عام دولت2ش.خ صادرات0212,2,18380000,1.74937E+13,1000000,951889,951683,"-48,317.00",-4.83,951780,"-48,220.00",-4.82,951683,951889
اخزا9092,اسنادخزانه-م9بودجه99-020316,1,100000,70800000000,705773,708000,708000,"2,227.00",0.32,708000,"2,227.00",0.32,708000,708000
هپارس102,اختيارف ت پارس-157010-01/02/05,1,100,100,1,1,1,0,0,1,0,0,1,1
شسم,توليد سموم‌ علف‌ كش,1,21,2114637,98723,100697,100697,"1,974.00",2.00,98724,1.00,0,100697,100697
مي ر 57,ميان باري روز 57,1,11000,8690000,300,790,790,490.00,163.33,790,490.00,163.33,790,790
زرين2,صندوق س. سهام زرين كوروش-س,1,200000,200000,13694,1,1,"-13,693.00",-99.99,1,"-13,693.00",-99.99,1,1
گندم2,مرابحه گندم2-واجدشرايط خاص1400,1,2300,2300000000,1000000,1000000,1000000,0,0,1000000,0,0,1000000,1000000
اراد464,مرابحه عام دولت4-ش.خ 0302,1,2400000,2.4E+12,1000000,1000000,1000000,0,0,1000000,0,0,1000000,1000000
صايپا4122,صكوك مرابحه سايپا412-3ماهه 16%,1,403700,4.037E+11,1020000,1000000,1000000,"-20,000.00",-1.96,1000000,"-20,000.00",-1.96,1000000,1000000
سايرا,ايرانيت‌,1,1000,37317000,38078,37317,37317,-761.00,-2.00,38072,-6.00,-0.02,37317,37317
شبندر2,پالايش نفت بندرعباس,1,30000000,1.794E+11,5932,5980,5980,48.00,0.81,5980,48.00,0.81,5980,5980
اراد624,مرابحه عام دولت62-ش.خ0309,1,499100,4.991E+11,1000000,1000000,1000000,0,0,1000000,0,0,1000000,1000000
آريان2,سرمايه گذاري پارس آريان,1,4826000,77216000000,15828,16000,16000,172.00,1.09,16000,172.00,1.09,16000,16000
سنفت010,سلف موازي استاندارد سنفت010,1,2500,4055250000,1616000,1622100,1622100,"6,100.00",0.38,1622100,"6,100.00",0.38,1622100,1622100
ضپاس7031,اختيارخ وپارس-3500-1400/07/28,1,5,150000,250,30,30,-220.00,-88.00,30,-220.00,-88.00,30,30
اخزا816,اسنادخزانه-م16بودجه98-010503,1,5112,4298737032,839662,840911,840911,"1,249.00",0.15,840911,"1,249.00",0.15,840911,840911
اخزا8132,اسنادخزانه-م13بودجه98-010219,1,547400,4.81165E+11,878489,879000,879000,511.00,0.06,879000,511.00,0.06,879000,879000
فراز4,صندوق س.سهام فراز داريك-س,1,2000000,27500000000,13990,13750,13750,-240.00,-1.72,13750,-240.00,-1.72,13750,13750
صگل309,صكوك اجاره گل گهر309-3ماهه20%,1,8500,9520000000,1120000,1120000,1120000,0,0,1120000,0,0,1120000,1120000
سنفت004,سلف موازي استاندارد سنفت004,1,8270,10006700000,1210000,1210000,1210000,0,0,1210000,0,0,1210000,1210000
تملي701,تسهيلات مسكن ب. ملي-فروردين97,1,54,45195516,801581,836954,836954,"35,373.00",4.41,836954,"35,373.00",4.41,836954,836954
طلا2,صندوق س.پشتوانه طلاي لوتوس,1,100000,100000,85127,1,1,"-85,126.00",-100.00,1,"-85,126.00",-100.00,1,1
ضجار7037,اختيارخ وتجارت-1597-1400/07/21,1,21,22050000,972,1050,1050,78.00,8.02,1050,78.00,8.02,1050,1050
واعتبار2,سرمايه گذاري اعتبار ايران,1,10000000,86600000000,8660,8660,8660,0,0,8660,0,0,8660,8660
ضترا8058,اختيارخ شتران-7800-1400/08/09,1,2,8400000,4003,4200,4200,197.00,4.92,4200,197.00,4.92,4200,4200
مكرما034,مشاركت ش كرمانشاه034-3ماهه18%,1,9,8910000,990091,990000,990000,-91.00,-0.01,990000,-91.00,-0.01,990000,990000
اراد494,مرابحه عام دولت4-ش.خ 0206,1,10712000,1.01068E+13,939499,943500,943500,"4,001.00",0.43,943500,"4,001.00",0.43,943500,943500
زير0103پ04,زيره سبز0103شركت مينوبذر(پ),1,30,22800000,790000,760000,760000,"-30,000.00",-3.80,760000,"-30,000.00",-3.80,760000,760000
اخزا8182,اسنادخزانه-م18بودجه98-010614,1,119424,98644224000,819910,826000,826000,"6,090.00",0.74,826000,"6,090.00",0.74,826000,826000
صشستا3112,صكوك اجاره شستا311-بدون ضامن,1,250000,2.5E+11,999999,1000000,1000000,1.00,0,1000000,1.00,0,1000000,1000000
زعف0008پ16,زعفران0008نگين بيرجند(پ),1,36,5148900,141930,143025,143025,"1,095.00",0.77,143025,"1,095.00",0.77,143025,143025
مي ر 56,ميان باري روز 56,1,11000,8690000,330,790,790,460.00,139.39,790,460.00,139.39,790,790
اخزا906,اسنادخزانه-م6بودجه99-020321,1,9,6389991,709588,709999,709999,411.00,0.06,709999,411.00,0.06,709999,709999
اراد364,مرابحه عام دولت3-ش.خ 0104,1,2460000,2.40711E+12,946161,978500,978500,"32,339.00",3.42,978500,"32,339.00",3.42,978500,978500
مكرج112,مشاركت شهرداري كرج-3ماهه18%,1,500,484000000,953000,968000,968000,"15,000.00",1.57,968000,"15,000.00",1.57,968000,968000
فملي2,ملي‌ صنايع‌ مس‌ ايران‌,1,43290043,6E+11,13860,13860,13860,0,0,13860,0,0,13860,13860
تملي612,تسهيلات مسكن بانك ملي-اسفند96,1,44,33000000,756506,750000,750000,"-6,506.00",-0.86,750000,"-6,506.00",-0.86,750000,750000
ومعادن2,توسعه‌معادن‌وفلزات‌,1,4000000,48680000000,12190,12170,12170,-20.00,-0.16,12170,-20.00,-0.16,12170,12170
مي ر 55,ميان باري روز 55,1,11000,8690000,337,790,790,453.00,134.42,790,453.00,134.42,790,790
کم ر 55,کم باري روز 55,1,15200,9272000,224,610,610,386.00,172.32,610,386.00,172.32,610,610
دمعيار2,صندوق س. توازن معيار-د,1,1000000,1000000,10052,1,1,"-10,051.00",-99.99,1,"-10,051.00",-99.99,1,1
ضچاد7035,اختيارخ كچاد-25870-1400/07/04,1,1,1001000,3917,1001,1001,"-2,916.00",-74.44,1001,"-2,916.00",-74.44,1001,1001
مصفها203,مشاركت ش اصفهان203-3ماهه18%,1,500,484050000,953100,968100,968100,"15,000.00",1.57,968100,"15,000.00",1.57,968100,968100
اراد544,مرابحه عام دولت5-ش.خ 0109,1,10450000,1.00216E+13,990000,959000,959000,"-31,000.00",-3.13,959000,"-31,000.00",-3.13,959000,959000
درازك2,دارويي‌ رازك‌,1,2129914,95420147200,43530,44800,44800,"1,270.00",2.92,44800,"1,270.00",2.92,44800,44800
طخود7077,اختيارف خودرو-3000-1400/07/07,1,5,3500000,400,700,700,300.00,75.00,700,300.00,75.00,700,700
كگهر2,سنگ آهن گهرزمين,1,2000000,1E+11,49937,50000,50000,63.00,0.13,50000,63.00,0.13,50000,50000
ضملي7006,اختيارخ فملي-17720-1400/07/11,1,1,210000,100,210,210,110.00,110.00,210,110.00,110.00,210,210
ضپنا8003,اختيارخ رمپنا-16000-1400/08/05,1,15,95250000,3700,6350,6350,"2,650.00",71.62,6350,"2,650.00",71.62,6350,6350
حريل02,اجاره ريل پردازسير021212,1,500,457750000,935500,915500,915500,"-20,000.00",-2.14,915500,"-20,000.00",-2.14,915500,915500
ضبدر8079,اختيارخ شبندر-6011-1400/08/30,1,1,9368000,1175,2000,2000,825.00,70.21,2000,825.00,70.21,2000,2000
سمگا2,گروه سرمايه گذاري ميراث فرهنگي,1,3000000,84810000000,28020,28270,28270,250.00,0.89,28270,250.00,0.89,28270,28270
اراد584,مرابحه عام دولت5-ش.خ 0110,1,3100000,2.9651E+12,990000,956485,956485,"-33,515.00",-3.39,956485,"-33,515.00",-3.39,956485,956485
بذر2,صندوق س بذر اميد آفرين-سهام,1,6140000,6140000,112610,1,1,"-112,609.00",-100.00,1,"-112,609.00",-100.00,1,1
زاگرس2,پتروشيمي زاگرس,1,500000,1.315E+11,254456,263000,263000,"8,544.00",3.36,263000,"8,544.00",3.36,263000,263000
تملي802,تسهيلات مسكن ب. ملي-ارديبهشت98,1,11,9241540,884357,840140,840140,"-44,217.00",-5.00,840140,"-44,217.00",-5.00,840140,840140
کم ر 57,کم باري روز 57,1,15200,9272000,223,610,610,387.00,173.54,610,387.00,173.54,610,610
اوصتا4,صندوق انديشه ورزان صباتامين -د,1,101276000,2E+12,19718,19748,19748,30.00,0.15,19748,30.00,0.15,19748,19748
تبريز112,مشاركت شهرداري تبريز-3ماهه18%,1,6,5760000,960000,960000,960000,0,0,960000,0,0,960000,960000
فارس2,صنايع پتروشيمي خليج فارس,1,12000000,1.572E+11,12720,13100,13100,380.00,2.99,13100,380.00,2.99,13100,13100
ضذوب900,اختيارخ ذوب-2500-14000917,1,1,2700000,2500,2700,2700,200.00,8.00,2700,200.00,8.00,2700,2700
وتوكا2,سرمايه‌گذاري‌توكافولاد(هلدينگ,1,20000000,2.168E+11,10760,10840,10840,80.00,0.74,10840,80.00,0.74,10840,10840
ضپيك7040,اختيارخ تاپيكو-6070-00/07/18,1,3,23400000,9150,7800,7800,"-1,350.00",-14.75,7800,"-1,350.00",-14.75,7800,7800
طجار7040,اختيارف وتجارت-2497-1400/07/21,1,50,2500000,30,50,50,20.00,66.67,50,20.00,66.67,50,50
صخود401,ص مرابحه خودرو401- 3ماهه 18%,1,20,20000000,1010000,1000000,1000000,"-10,000.00",-0.99,1000000,"-10,000.00",-0.99,1000000,1000000
کم ر 56,کم باري روز 56,1,15200,9272000,223,610,610,387.00,173.54,610,387.00,173.54,610,610
ضچاد7031,اختيارخ كچاد-13870-1400/07/04,1,10,160000000,16000,16000,16000,0,0,16000,0,0,16000,16000
طملت8042,اختيارف وبملت-3934-1400/08/19,1,50,5000000,100,100,100,0,0,100,0,0,100,100
ميدكو2,توسعه معادن وص.معدني خاورميانه,1,15500000,7.1145E+11,44690,45900,45900,"1,210.00",2.71,45900,"1,210.00",2.71,45900,45900
سلامت64,مرابحه سلامت6واجدشرايط خاص1400,1,200000,2E+11,1000000,1000000,1000000,0,0,1000000,0,0,1000000,1000000
اخزا0062,اسنادخزانه-م6بودجه00-030723,1,100000,54500000000,540030,545000,545000,"4,970.00",0.92,545000,"4,970.00",0.92,545000,545000
پارس2,پتروشيمي پارس,1,1123256,2.41017E+11,211770,214570,214570,"2,800.00",1.32,214570,"2,800.00",1.32,214570,214570
صينا205,صكوك منفعت سينا دارو-3ماهه 19%,1,48,47040000,985000,980000,980000,"-5,000.00",-0.51,980000,"-5,000.00",-0.51,980000,980000
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
