نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
وهامون,سرمايه گذاري هامون صبا,61680,136020607,6.59268E+11,4617,4847,4847,230.00,4.98,4847,230.00,4.98,4800,4847
پالايش,صندوق پالايشي يكم-سهام,50966,65153696,5.6756E+12,86000,87010,85730,-270.00,-0.31,87110,"1,110.00",1.29,85500,89500
دي,بانك دي,41692,1676334127,2.24671E+12,1285,1329,1349,64.00,4.98,1340,55.00,4.28,1303,1349
مديريت,س. و خدمات مديريت صند. ب كشوري,37456,12929957,1.07086E+11,7888,8282,8282,394.00,4.99,8282,394.00,4.99,8282,8282
شستا,سرمايه گذاري تامين اجتماعي,29279,122826597,1.65597E+12,13440,13700,13360,-80.00,-0.60,13480,40.00,0.30,13260,13800
بركت,گروه دارويي بركت,28599,68488473,2.90155E+12,40440,42200,42460,"2,020.00",5.00,42370,"1,930.00",4.77,41480,42460
شبندر,پالايش نفت بندرعباس,27427,331170767,1.9955E+12,5932,6040,5990,58.00,0.98,6030,98.00,1.65,5920,6190
دارا يكم,صندوق واسطه گري مالي يكم-سهام,25763,21329440,3.05909E+12,140270,144000,141830,"1,560.00",1.11,143420,"3,150.00",2.25,140400,146790
شپنا,پالايش نفت اصفهان,18925,133845607,1.90713E+12,14100,14470,14130,30.00,0.21,14250,150.00,1.06,14040,14640
خساپا,سايپا,17565,571471644,1.17431E+12,2045,2088,2040,-5.00,-0.24,2055,10.00,0.49,2027,2110
فولاد,فولاد مباركه اصفهان,17378,105516641,1.27271E+12,12040,12200,12040,0,0,12060,20.00,0.17,11920,12250
فملي,ملي‌ صنايع‌ مس‌ ايران‌,17373,86154695,1.20699E+12,13860,14270,13860,0,0,14010,150.00,1.08,13850,14340
كمرجان,بازرگاني و توليدي مرجان كار,16574,13052266,1.55041E+12,121917,115822,122500,583.00,0.48,118785,"-3,132.00",-2.57,115822,124818
شتران,پالايش نفت تهران,16361,140558500,1.62166E+12,11160,11400,11430,270.00,2.42,11540,380.00,3.41,11250,11710
كدما,معدني‌ دماوند,15807,4754716,1.06617E+12,232430,225150,220810,"-11,620.00",-5.00,224230,"-8,200.00",-3.53,220810,240000
خودرو,ايران‌ خودرو,15598,399876306,9.00828E+11,2229,2291,2235,6.00,0.27,2253,24.00,1.08,2220,2316
گدنا,تهيه توزيع غذاي دنا آفرين فدك,15431,9198216,2.29693E+11,24967,25002,25420,453.00,1.81,24972,5.00,0.02,24286,25540
كرمان,س. توسعه و عمران استان كرمان,15056,461805844,6.63782E+11,1430,1475,1429,-1.00,-0.07,1437,7.00,0.49,1400,1485
قثابت,قند ثابت‌ خراسان‌,14638,235054206,1.07999E+12,4756,4690,4640,-116.00,-2.44,4595,-161.00,-3.39,4519,4840
كرازي,كارخانجات‌توليدي‌شيشه‌رازي‌,13916,703331983,1.24226E+12,1686,1770,1770,84.00,4.98,1766,80.00,4.74,1700,1770
لطيف,محصولات كاغذي لطيف,12132,3520123,2.06381E+11,56216,58670,59026,"2,810.00",5.00,58629,"2,413.00",4.29,56700,59026
ولكار,ليزينگ كارآفرين,11904,20503785,1.13998E+11,5320,5410,5580,260.00,4.89,5560,240.00,4.51,5410,5580
ثبهساز,بهساز كاشانه تهران,11725,74139634,1.8511E+11,2533,2585,2472,-61.00,-2.41,2497,-36.00,-1.42,2450,2585
خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,11075,230202001,7.06469E+11,3006,3129,3045,39.00,1.30,3069,63.00,2.10,3010,3150
ذوب,سهامي ذوب آهن  اصفهان,11063,140041948,6.66818E+11,4810,4830,4740,-70.00,-1.46,4762,-48.00,-1.00,4699,4898
بوعلي,پتروشيمي بوعلي سينا,10636,10366927,7.2423E+11,66660,68410,69990,"3,330.00",5.00,69860,"3,200.00",4.80,68410,69990
كاما,باما,10269,53066981,7.37135E+11,13600,14050,13730,130.00,0.96,13890,290.00,2.13,13650,14270
چخزر,صنايع چوب خزر كاسپين,10196,2946910,1.34482E+11,45783,46800,44610,"-1,173.00",-2.56,45635,-148.00,-0.32,44511,47480
رافزا,رايان هم افزا,10139,3120156,3.09087E+11,101258,106000,96500,"-4,758.00",-4.70,99062,"-2,196.00",-2.17,96196,106000
ومدير,گ.مديريت ارزش سرمايه ص ب كشوري,10037,44881346,2.49764E+11,5420,5600,5580,160.00,2.95,5560,140.00,2.58,5470,5690
خپارس,پارس‌ خودرو,9987,405392776,5.58362E+11,1335,1374,1366,31.00,2.32,1377,42.00,3.15,1341,1401
شاروم,پتروشيمي اروميه,9944,9514498,1.87804E+11,18887,19500,19831,944.00,5.00,19739,852.00,4.51,19300,19831
نوري,پتروشيمي نوري,9761,10651386,1.16402E+12,104330,108500,109540,"5,210.00",4.99,109280,"4,950.00",4.74,106540,109540
سخواف,سيمان مجد خواف,9710,44953432,5.82458E+11,12988,12700,13377,389.00,3.00,12957,-31.00,-0.24,12599,13377
غزر,صنعتي زر ماكارون,9687,8603032,2.43109E+11,27000,28290,28350,"1,350.00",5.00,28260,"1,260.00",4.67,27100,28350
وتجارت,بانك تجارت,9640,215542619,5.70456E+11,2614,2660,2628,14.00,0.54,2647,33.00,1.26,2614,2713
وكبهمن,مديريت سرمايه گذاري كوثربهمن,9577,6124394,85052252132,13546,14150,14185,639.00,4.72,13887,341.00,2.52,13450,14200
فگستر,گسترش صنايع روي ايرانيان,9482,6345790,1.01633E+11,16179,16500,15975,-204.00,-1.26,16016,-163.00,-1.01,15760,16500
هاي وب,داده گسترعصرنوين-هاي وب,9089,100637039,1.00608E+12,9540,9850,10010,470.00,4.93,10000,460.00,4.82,9810,10010
آريا,پليمر آريا ساسول,8954,4231031,5.01214E+11,114226,117000,118999,"4,773.00",4.18,118461,"4,235.00",3.71,115611,119937
سپيد,سپيد ماكيان,8819,1913276,1.13744E+11,56620,59450,59450,"2,830.00",5.00,59450,"2,830.00",5.00,59450,59450
ثاميد,توسعه و عمران اميد,8760,44759997,82665070894,1814,1860,1850,36.00,1.98,1847,33.00,1.82,1814,1899
زملارد,كشاورزي و دامپروري ملارد شير,8702,1854248,62049914342,32065,33020,33668,"1,603.00",5.00,33464,"1,399.00",4.36,32160,33668
پترول,گروه پتروشيمي س. ايرانيان,8681,120475681,5.33603E+11,4220,4431,4431,211.00,5.00,4429,209.00,4.95,4355,4431
وبصادر,بانك صادرات ايران,8365,222609091,5.74745E+11,2483,2537,2576,93.00,3.75,2582,99.00,3.99,2522,2607
صبا,سرمايه گذاري صبا تامين,8265,49359992,5.01674E+11,9782,10090,10271,489.00,5.00,10164,382.00,3.91,9930,10271
سيتا,سرمايه گذاري سيمان تامين,8150,9734099,1.55918E+11,15950,16300,15920,-30.00,-0.19,16020,70.00,0.44,15720,16500
فتوسا,توليد و توسعه سرب روي ايرانيان,8078,7712530,1.17964E+11,14947,15156,15086,139.00,0.93,15295,348.00,2.33,15000,15690
وبملت,بانك ملت,8074,154600791,6.44169E+11,4085,4141,4140,55.00,1.35,4167,82.00,2.01,4100,4260
غكورش,صنعت غذايي كورش,8027,6962559,3.34661E+11,46530,47500,47930,"1,400.00",3.01,48070,"1,540.00",3.31,47340,48850
چكاپا,گروه صنايع كاغذ پارس,7808,102409118,4.86855E+11,4565,4790,4793,228.00,4.99,4754,189.00,4.14,4642,4793
وسپهر,سرمايه گذاري مالي سپهرصادرات,7515,12594503,1.20875E+11,9556,9762,9540,-16.00,-0.17,9597,41.00,0.43,9480,9789
ثالوند,سرمايه گذاري مسكن الوند,7386,15690362,3.6578E+11,23924,24390,22860,"-1,064.00",-4.45,23312,-612.00,-2.56,22731,24500
شصدف,صنعتي دوده فام,7379,11066990,4.80403E+11,41459,43531,43531,"2,072.00",5.00,43409,"1,950.00",4.70,42500,43531
ملت,بيمه ملت,7125,269287388,4.09387E+11,1493,1540,1567,74.00,4.96,1520,27.00,1.81,1450,1567
بپيوند,برق و انرژي پيوندگستر پارس,6907,6303487,84593892987,12916,13548,13561,645.00,4.99,13420,504.00,3.90,13010,13561
كزغال,زغال سنگ پروده طبس,6898,3703886,1.48484E+11,38946,39670,40170,"1,224.00",3.14,40089,"1,143.00",2.93,39670,40500
آبادا,توليد نيروي برق آبادان,6834,7520011,1.0048E+11,12760,13380,13390,630.00,4.94,13360,600.00,4.70,13080,13390
خزاميا,زامياد,6688,51539832,4.52907E+11,8890,8910,8630,-260.00,-2.92,8790,-100.00,-1.12,8550,9110
ثفارس,عمران‌وتوسعه‌فارس‌,6684,59400866,7.00289E+11,11450,12020,11570,120.00,1.05,11790,340.00,2.97,11180,12020
امين,تامين سرمايه امين,6064,5722904,53479258810,9340,9340,9340,0,0,9340,0,0,9320,9440
وپويا,سرمايه گذاري پويا,6011,20304433,1.20208E+11,5672,5860,5955,283.00,4.99,5920,248.00,4.37,5738,5955
شگويا,پتروشيمي تندگويان,5913,19850219,2.47219E+11,12337,12700,12463,126.00,1.02,12454,117.00,0.95,12330,12779
حكشتي,كشتيراني جمهوري اسلامي ايران,5656,24032513,4.3672E+11,18020,18590,18010,-10.00,-0.06,18170,150.00,0.83,17810,18730
بگيلان,توسعه مسير برق گيلان,5409,1067189,22431913060,20655,20701,21050,395.00,1.91,20881,226.00,1.09,20701,21250
وخارزم,سرمايه گذاري خوارزمي,5339,46951391,3.11034E+11,6440,6660,6690,250.00,3.88,6620,180.00,2.80,6440,6750
فرابورس,فرابورس ايران,5332,27479328,8.87727E+11,30807,32347,32300,"1,493.00",4.85,32305,"1,498.00",4.86,30900,32347
حگردش,ريل گردش ايرانيان,5221,19143732,68917435200,3496,3600,3600,104.00,2.97,3600,104.00,2.97,3600,3600
خبهمن,گروه‌بهمن‌,5178,174270408,2.98947E+11,1672,1720,1718,46.00,2.75,1715,43.00,2.57,1689,1754
پتاير,ايران‌ تاير,5089,100265276,3.07127E+11,2949,3000,3096,147.00,4.98,3063,114.00,3.87,2960,3096
كاوه,فولاد كاوه جنوب كيش,4963,14917836,3.18016E+11,21400,21710,21000,-400.00,-1.87,21320,-80.00,-0.37,20870,22000
كمند,صندوق س. با درآمد ثابت كمند,4911,204343535,2.07611E+12,10143,10160,10160,17.00,0.17,10160,17.00,0.17,10159,10161
تاپكيش,تجارت الكترونيك پارسيان كيش,4865,40765507,6.49533E+11,15249,16011,16011,762.00,5.00,15933,684.00,4.49,15619,16011
وپارس,بانك‌پارسيان‌,4775,109744841,3.37243E+11,3047,3080,3057,10.00,0.33,3073,26.00,0.85,3020,3169
وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,4775,47912292,7.58795E+11,15610,15900,15950,340.00,2.18,15840,230.00,1.47,15620,16090
فجر,فولاد اميركبيركاشان,4700,9185234,2.79306E+11,30940,31180,30110,-830.00,-2.68,30410,-530.00,-1.71,29950,31480
غدام,خوراك‌  دام‌ پارس‌,4682,1371547,3.97045E+11,277260,288010,291120,"13,860.00",5.00,289490,"12,230.00",4.41,280000,291120
هرمز,فولاد هرمزگان جنوب,4565,19390634,3.8846E+11,20037,20590,19810,-227.00,-1.13,20033,-4.00,-0.02,19551,20900
وسكرشا,س.سهام عدالت استان كرمانشاه,4487,205753428,1.46114E+11,721,698,715,-6.00,-0.83,710,-11.00,-1.53,697,725
قنيشا,قند  نيشابور,4480,4170564,2.48645E+11,57520,60000,60130,"2,610.00",4.54,59620,"2,100.00",3.65,58050,60390
اپال,فرآوري معدني اپال كاني پارس,4468,4531163,1.02533E+11,22750,22320,22480,-270.00,-1.19,22650,-100.00,-0.44,22320,23290
وسديد,گروه ‌صنعتي‌سديد,4433,87897709,1.26923E+11,1416,1444,1444,28.00,1.98,1444,28.00,1.98,1440,1444
فخوز,فولاد  خوزستان,4419,29433147,5.59316E+11,18890,19370,19000,110.00,0.58,19000,110.00,0.58,18900,19370
خمحركه,نيرو محركه‌,4311,65557162,3.5173E+11,5137,5200,5380,243.00,4.73,5370,233.00,4.54,5150,5390
غگل,گلوكوزان‌,4297,59100871,2.35458E+11,3816,4000,4006,190.00,4.98,3984,168.00,4.40,3920,4006
چكارن,كارتن‌ ايران‌,4226,65751540,2.2515E+11,3494,3477,3402,-92.00,-2.63,3424,-70.00,-2.00,3320,3562
بترانس,ايران‌ ترانسفو,4190,87196948,2.52423E+11,2826,2950,2861,35.00,1.24,2895,69.00,2.44,2838,2967
غگيلا,شيرپاستوريزه پگاه گيلان,4182,2973191,82225350830,27672,28070,27120,-552.00,-1.99,27656,-16.00,-0.06,26800,28500
ثاخت,بين‌المللي‌توسعه‌ساختمان,4163,120887441,3.47007E+11,2739,2875,2875,136.00,4.97,2870,131.00,4.78,2814,2875
دبالك,مواد اوليه دارويي البرز بالك,4035,12976286,2.45867E+11,19697,19100,19112,-585.00,-2.97,18947,-750.00,-3.81,18713,19694
سمگا,گروه سرمايه گذاري ميراث فرهنگي,4016,20224206,5.85631E+11,28020,28700,28180,160.00,0.57,28957,937.00,3.34,28100,29421
فروي,ذوب روي اصفهان,4012,5143191,1.78944E+11,34694,34900,34699,5.00,0.01,34792,98.00,0.28,34100,35800
وسينا,بانك سينا,4007,190673187,6.41355E+11,3204,3330,3364,160.00,4.99,3364,160.00,4.99,3282,3364
وكار,بانك‌ كارآفرين‌,3994,120353905,3.67134E+11,3019,3050,3010,-9.00,-0.30,3050,31.00,1.03,2980,3100
سخاش,سيمان‌خاش‌,3985,1667173,2.38608E+11,146830,151000,140210,"-6,620.00",-4.51,143120,"-3,710.00",-2.53,139490,153450
تايرا,تراكتورسازي‌ايران‌,3984,40396783,1.35461E+12,31980,33000,33500,"1,520.00",4.75,33530,"1,550.00",4.85,32160,33570
پيزد,مجتمع صنايع لاستيك يزد,3959,657246,47538866899,71380,73930,73478,"2,098.00",2.94,72330,950.00,1.33,70850,73930
فارس,صنايع پتروشيمي خليج فارس,3912,40480314,5.30869E+11,12720,13250,13170,450.00,3.54,13110,390.00,3.07,12950,13250
كفپارس,فرآورده‌هاي‌ نسوز پارس‌,3866,46173401,1.97357E+11,4391,4210,4300,-91.00,-2.07,4274,-117.00,-2.66,4180,4384
فاراك,ماشين‌ سازي‌ اراك‌,3828,73624735,1.51599E+11,2030,2089,2054,24.00,1.18,2059,29.00,1.43,2024,2127
ثشاهد,سرمايه‌ گذاري‌ شاهد,3819,19023252,3.29701E+11,16580,17200,17400,820.00,4.95,17330,750.00,4.52,16670,17400
شغدير,پتروشيمي غدير,3747,4236653,4.14964E+11,94110,98620,98780,"4,670.00",4.96,97950,"3,840.00",4.08,96410,98810
دحاوي,الحاوي,3722,30849897,2.60904E+11,8387,8136,8638,251.00,2.99,8457,70.00,0.83,8136,8638
تاپيكو,س. نفت و گاز و پتروشيمي تأمين,3694,17943332,2.57783E+11,14390,14500,14250,-140.00,-0.97,14370,-20.00,-0.14,14010,14750
شبريز,پالايش نفت تبريز,3641,7504407,3.01891E+11,40130,40900,39900,-230.00,-0.57,40230,100.00,0.25,39500,41400
غنوش,نوش‌ مازندران‌,3497,9588756,3.84427E+11,38240,40000,40150,"1,910.00",4.99,40090,"1,850.00",4.84,39000,40150
دتوزيع,توزيع دارو پخش,3496,6503937,2.48111E+11,39131,38000,37561,"-1,570.00",-4.01,38148,-983.00,-2.51,37177,40000
سرو,صندوق س سروسودمند مدبران-سهام,3456,5294699,4.56912E+11,85020,87220,85800,780.00,0.92,86300,"1,280.00",1.51,85000,87850
